frame nummer,LabelName,XMin,XMax,YMin,YMax
40,pimg,748,943,179,613
40,pimg,0,135,379,684
40,pimg,270,440,384,682
40,pimg,1053,1280,251,618
40,pimg,1422,1635,255,614
40,p2,843,1736,122,1080
41,p1,85,900,314,1077
41,pimg,748,943,179,613
41,pimg,0,135,379,684
41,pimg,270,439,384,682
41,pimg,1053,1280,251,618
41,pimg,1422,1635,255,614
41,p2,847,1731,120,1080
42,p1,85,898,313,1077
42,pimg,748,944,179,613
42,pimg,0,134,379,684
42,pimg,269,439,385,682
42,pimg,1053,1280,251,618
42,pimg,1421,1634,255,614
42,p2,850,1727,118,1080
43,p1,89,900,312,1077
43,pimg,748,944,179,613
43,pimg,0,134,379,684
43,pimg,269,439,385,682
43,pimg,1053,1280,251,618
43,pimg,1420,1634,255,615
43,p2,854,1722,116,1080
44,p1,89,900,312,1077
44,pimg,749,944,179,613
44,pimg,0,134,379,684
44,pimg,269,439,385,682
44,pimg,1053,1280,251,618
44,pimg,1420,1634,255,615
44,p2,858,1717,114,1080
45,p1,90,900,309,1077
45,pimg,749,944,179,613
45,pimg,0,133,379,684
45,pimg,269,438,385,682
45,pimg,1053,1280,250,618
45,pimg,1419,1633,255,615
45,p2,861,1712,112,1080
46,p1,97,894,310,1077
46,pimg,749,944,179,613
46,pimg,0,133,379,684
46,pimg,268,438,385,682
46,pimg,1053,1280,250,618
46,pimg,1419,1633,255,615
46,p2,861,1703,111,1080
47,p1,98,897,304,1077
47,pimg,749,944,179,613
47,pimg,0,132,379,684
47,pimg,268,438,385,682
47,pimg,1053,1280,250,618
47,pimg,1418,1632,256,615
47,p2,860,1693,109,1080
48,p1,95,900,304,1077
48,pimg,749,944,179,613
48,pimg,0,132,379,684
48,pimg,268,438,385,683
48,pimg,1053,1280,250,618
48,pimg,1417,1632,256,615
48,p2,860,1684,108,1080
49,p1,94,870,306,1077
49,pimg,749,945,179,613
49,pimg,0,132,379,684
49,pimg,268,437,385,683
49,pimg,1053,1280,249,618
49,pimg,1417,1632,256,615
49,p2,859,1668,110,1080
50,p1,95,861,306,1077
50,pimg,749,945,179,613
50,pimg,0,131,379,684
50,pimg,267,437,385,683
50,pimg,1053,1280,249,618
50,pimg,1416,1631,256,615
50,p2,858,1652,111,1080
51,p1,99,865,308,1077
51,pimg,750,945,179,613
51,pimg,0,131,380,684
51,pimg,267,437,385,683
51,pimg,1053,1280,249,618
51,pimg,1416,1631,256,615
51,p2,854,1634,110,1080
52,p1,107,866,309,1077
52,pimg,750,945,179,613
52,pimg,0,131,380,684
52,pimg,267,437,385,683
52,pimg,1053,1280,249,618
52,pimg,1416,1631,255,615
52,p2,849,1616,110,1080
53,p1,112,866,308,1077
53,pimg,750,945,179,613
53,pimg,0,131,380,684
53,pimg,267,436,386,683
53,pimg,1053,1280,249,618
53,pimg,1416,1631,255,615
53,p2,845,1598,109,1080
54,p1,127,865,314,1077
54,pimg,750,945,179,613
54,pimg,0,130,381,684
54,pimg,266,436,386,683
54,pimg,1053,1280,249,618
54,pimg,1415,1631,255,615
54,p2,847,1572,106,1080
55,p1,139,865,314,1077
55,pimg,750,946,179,613
55,pimg,0,130,381,684
55,pimg,266,436,386,683
55,pimg,1053,1280,249,618
55,pimg,1415,1630,255,614
55,p2,849,1545,103,1080
56,p1,139,859,314,1077
56,pimg,750,946,179,613
56,pimg,0,130,381,684
56,pimg,266,436,386,683
56,pimg,1054,1280,249,618
56,pimg,1415,1630,255,614
56,p2,851,1525,104,1080
57,p1,142,855,314,1077
57,pimg,750,946,179,613
57,pimg,0,129,382,684
57,pimg,266,435,386,683
57,pimg,1054,1280,248,618
57,pimg,1415,1630,254,614
57,p2,854,1505,104,1080
58,p1,140,846,314,1077
58,pimg,751,946,179,613
58,pimg,0,129,382,684
58,pimg,265,435,386,683
58,pimg,1054,1281,248,617
58,pimg,1415,1630,254,614
58,p2,856,1485,104,1080
59,p1,144,838,314,1077
59,pimg,751,946,179,613
59,pimg,0,129,383,684
59,pimg,265,435,386,684
59,pimg,1054,1281,248,617
59,pimg,1415,1629,254,613
59,p2,857,1479,104,1080
60,p1,144,828,314,1077
60,pimg,751,946,179,613
60,pimg,0,129,383,684
60,pimg,265,435,386,684
60,pimg,1054,1281,248,617
60,pimg,1415,1629,254,613
60,p2,858,1473,105,1080
61,p1,142,815,314,1077
61,pimg,751,946,179,613
61,pimg,0,129,383,684
61,pimg,265,435,386,684
61,pimg,1054,1281,248,617
61,pimg,1415,1629,253,613
61,p2,857,1467,106,1080
62,p1,131,802,314,1077
62,pimg,751,947,179,613
62,pimg,0,130,383,684
62,pimg,265,435,386,684
62,pimg,1054,1281,248,617
62,pimg,1415,1629,253,612
62,p2,855,1462,108,1080
63,p1,127,786,314,1077
63,pimg,751,947,179,613
63,pimg,0,131,383,684
63,pimg,266,435,386,684
63,pimg,1054,1281,248,617
63,pimg,1415,1629,252,612
63,p2,858,1457,109,1080
64,p1,114,768,314,1077
64,pimg,752,947,179,613
64,pimg,0,132,383,684
64,pimg,266,436,386,684
64,pimg,1054,1281,248,617
64,pimg,1415,1629,252,611
64,p2,861,1452,111,1080
65,p1,105,753,314,1077
65,pimg,752,947,179,613
65,pimg,0,132,383,684
65,pimg,266,436,386,684
65,pimg,1055,1281,248,617
65,pimg,1415,1629,251,611
65,p2,865,1447,112,1080
66,p1,93,767,314,1077
66,pimg,752,947,179,613
66,pimg,0,133,383,684
66,pimg,266,436,386,684
66,pimg,1055,1281,247,617
66,pimg,1415,1629,251,610
66,p2,873,1441,114,1080
67,p1,74,783,314,1077
67,pimg,752,947,179,613
67,pimg,0,134,383,684
67,pimg,267,436,386,684
67,pimg,1055,1282,247,617
67,pimg,1416,1629,250,610
67,p2,882,1436,116,1080
68,p1,58,810,314,1077
68,pimg,752,947,179,613
68,pimg,0,134,383,684
68,pimg,267,437,386,684
68,pimg,1055,1282,247,616
68,pimg,1416,1629,250,609
68,p2,890,1431,117,1080
69,p1,43,825,314,1077
69,pimg,752,948,179,613
69,pimg,0,135,383,684
69,pimg,267,437,386,684
69,pimg,1055,1282,247,616
69,pimg,1416,1629,249,609
69,p2,899,1426,119,1080
70,p1,34,848,314,1077
70,pimg,752,948,179,613
70,pimg,0,136,383,684
70,pimg,267,437,386,684
70,pimg,1055,1282,247,616
70,pimg,1416,1629,249,608
70,p2,907,1421,120,1080
71,p1,29,859,314,1077
71,pimg,753,948,179,613
71,pimg,0,136,383,684
71,pimg,268,437,386,684
71,pimg,1055,1282,247,616
71,pimg,1416,1629,249,608
71,p2,905,1426,123,1080
72,p1,26,865,314,1077
72,pimg,753,948,179,613
72,pimg,0,137,383,684
72,pimg,268,438,386,684
72,pimg,1055,1282,247,616
72,pimg,1417,1630,249,608
72,p2,902,1431,127,1080
73,p1,29,875,314,1077
73,pimg,753,948,179,613
73,pimg,0,138,383,684
73,pimg,268,438,386,684
73,pimg,1055,1282,247,616
73,pimg,1417,1630,249,608
73,p2,900,1436,130,1080
74,p1,33,885,309,1077
74,pimg,753,948,179,613
74,pimg,0,138,383,684
74,pimg,268,438,386,684
74,pimg,1056,1282,247,616
74,pimg,1417,1630,249,609
74,p2,897,1441,133,1080
75,p1,36,891,309,1077
75,pimg,753,948,179,613
75,pimg,0,139,383,684
75,pimg,269,438,386,684
75,pimg,1056,1282,246,616
75,pimg,1418,1630,249,609
75,p2,894,1446,136,1080
76,p1,42,901,309,1077
76,pimg,753,949,179,613
76,pimg,0,140,383,684
76,pimg,269,439,386,684
76,pimg,1056,1283,246,616
76,pimg,1418,1631,249,609
76,p2,892,1451,139,1080
77,p1,49,911,309,1077
77,pimg,753,949,179,613
77,pimg,0,141,383,684
77,pimg,269,439,386,684
77,pimg,1056,1283,246,615
77,pimg,1418,1631,249,609
77,p2,889,1456,143,1080
78,p1,56,922,309,1077
78,pimg,754,949,179,613
78,pimg,0,141,383,684
78,pimg,269,439,386,684
78,pimg,1056,1283,246,615
78,pimg,1419,1631,250,609
78,p2,887,1461,146,1080
79,p1,70,936,309,1077
79,pimg,754,949,179,613
79,pimg,0,142,383,684
79,pimg,270,439,386,684
79,pimg,1056,1283,246,615
79,pimg,1419,1632,250,609
79,p2,884,1466,149,1080
80,p1,77,942,313,1080
80,pimg,754,949,179,613
80,pimg,0,143,383,684
80,pimg,270,440,386,684
80,pimg,1056,1283,246,615
80,pimg,1419,1632,250,609
80,p2,881,1471,152,1080
81,p1,79,943,314,1080
81,pimg,754,949,179,613
81,pimg,0,143,383,684
81,pimg,270,440,386,684
81,pimg,1056,1283,246,615
81,pimg,1419,1632,250,609
81,p2,872,1490,152,1080
82,p1,81,956,315,1080
82,pimg,754,950,179,613
82,pimg,0,143,383,684
82,pimg,271,441,386,684
82,pimg,1056,1283,246,615
82,pimg,1419,1632,249,609
82,p2,862,1509,152,1080
83,p1,85,962,313,1080
83,pimg,754,950,179,613
83,pimg,0,144,383,684
83,pimg,272,441,386,684
83,pimg,1057,1283,246,615
83,pimg,1420,1632,249,609
83,p2,852,1528,152,1080
84,p1,93,968,314,1080
84,pimg,755,950,179,613
84,pimg,0,144,383,684
84,pimg,272,442,386,684
84,pimg,1057,1283,245,615
84,pimg,1420,1632,249,609
84,p2,850,1547,152,1080
85,p1,90,966,315,1080
85,pimg,755,950,179,613
85,pimg,0,145,383,684
85,pimg,273,443,387,684
85,pimg,1057,1284,245,615
85,pimg,1420,1633,249,608
85,p2,848,1566,152,1080
86,p1,91,967,314,1080
86,pimg,755,950,179,613
86,pimg,0,145,383,684
86,pimg,273,443,387,684
86,pimg,1057,1284,245,614
86,pimg,1420,1633,249,608
86,p2,843,1574,152,1080
87,p1,82,967,314,1080
87,pimg,755,950,179,613
87,pimg,0,145,383,684
87,pimg,274,444,387,684
87,pimg,1057,1284,245,614
87,pimg,1420,1633,248,608
87,p2,838,1585,152,1080
88,p1,77,962,314,1080
88,pimg,755,950,179,613
88,pimg,0,146,383,684
88,pimg,275,444,387,684
88,pimg,1057,1284,245,614
88,pimg,1420,1633,248,608
88,p2,834,1600,152,1080
89,p1,70,960,314,1080
89,pimg,755,951,179,613
89,pimg,0,146,383,684
89,pimg,275,445,387,684
89,pimg,1057,1284,245,614
89,pimg,1420,1633,248,608
89,p2,826,1604,152,1080
90,p1,65,949,314,1080
90,pimg,755,951,179,613
90,pimg,0,147,383,684
90,pimg,276,446,387,684
90,pimg,1057,1284,245,614
90,pimg,1420,1633,248,607
90,p2,817,1608,152,1080
91,p1,54,942,314,1080
91,pimg,756,951,179,613
91,pimg,0,148,383,684
91,pimg,277,447,387,684
91,pimg,1057,1284,245,614
91,pimg,1421,1634,248,607
91,p2,822,1611,151,1080
92,p1,47,935,314,1080
92,pimg,756,952,179,613
92,pimg,0,149,384,684
92,pimg,278,447,387,684
92,pimg,1058,1284,245,614
92,pimg,1421,1634,248,607
92,p2,828,1615,149,1080
93,p1,44,930,314,1080
93,pimg,757,953,179,613
93,pimg,0,150,384,684
93,pimg,279,448,387,684
93,pimg,1058,1284,244,614
93,pimg,1421,1634,248,607
93,p2,833,1619,148,1080
94,p1,40,921,314,1080
94,pimg,758,954,179,613
94,pimg,0,151,385,684
94,pimg,279,449,387,684
94,pimg,1058,1285,244,614
94,pimg,1422,1634,248,607
94,p2,838,1623,146,1080
95,p1,40,906,314,1080
95,pimg,759,954,179,613
95,pimg,0,152,385,684
95,pimg,280,450,387,684
95,pimg,1058,1285,244,613
95,pimg,1422,1635,248,607
95,p2,843,1627,145,1080
96,p1,44,893,314,1080
96,pimg,760,955,179,613
96,pimg,0,153,385,684
96,pimg,281,451,387,684
96,pimg,1058,1285,244,613
96,pimg,1422,1635,248,607
96,p2,849,1630,144,1080
97,p1,54,880,314,1080
97,pimg,761,956,179,613
97,pimg,0,154,386,684
97,pimg,282,452,387,684
97,pimg,1058,1285,244,613
97,pimg,1423,1635,248,607
97,p2,854,1633,144,1080
98,p1,67,866,314,1080
98,pimg,762,957,179,613
98,pimg,0,155,386,684
98,pimg,283,453,387,684
98,pimg,1058,1285,244,613
98,pimg,1423,1636,248,607
98,p2,860,1636,144,1080
99,p1,84,853,314,1080
99,pimg,763,958,179,613
99,pimg,0,156,386,684
99,pimg,284,453,387,684
99,pimg,1058,1285,244,613
99,pimg,1423,1636,248,607
99,p2,869,1638,143,1080
100,p1,99,845,314,1080
100,pimg,764,959,179,613
100,pimg,0,157,387,684
100,pimg,285,454,387,684
100,pimg,1058,1285,244,613
100,pimg,1423,1636,248,607
100,p2,878,1641,143,1080
101,p1,136,836,314,1080
101,pimg,764,960,179,613
101,pimg,0,158,387,684
101,pimg,285,455,387,684
101,pimg,1058,1285,244,613
101,pimg,1424,1637,248,607
101,p2,896,1643,143,1080
102,p1,165,827,314,1080
102,pimg,765,960,179,613
102,pimg,0,159,387,684
102,pimg,286,456,387,684
102,pimg,1059,1285,244,613
102,pimg,1424,1637,248,608
102,p2,914,1645,143,1080
103,p1,186,816,314,1080
103,pimg,765,960,179,613
103,pimg,0,160,387,684
103,pimg,287,457,387,684
103,pimg,1059,1285,243,613
103,pimg,1424,1637,248,608
103,p2,931,1646,143,1080
104,p1,186,810,314,1080
104,pimg,765,960,179,613
104,pimg,0,161,387,684
104,pimg,288,458,387,685
104,pimg,1059,1286,243,612
104,pimg,1424,1637,248,608
104,p2,949,1648,143,1080
105,pimg,765,960,179,613
105,p1,182,804,326,1080
105,pimg,0,162,387,684
105,pimg,289,459,387,685
105,pimg,1059,1286,243,612
105,pimg,1425,1638,248,608
105,p2,967,1650,143,1080
106,pimg,765,960,179,613
106,p1,186,803,326,1080
106,pimg,0,163,387,684
106,pimg,290,460,387,685
106,pimg,1059,1286,243,612
106,pimg,1425,1638,248,608
106,p2,992,1645,143,1080
107,pimg,765,961,180,614
107,p1,189,803,326,1080
107,pimg,0,164,387,684
107,pimg,291,460,387,685
107,pimg,1059,1286,243,612
107,pimg,1425,1638,248,608
107,p2,1018,1641,143,1080
108,pimg,765,961,180,614
108,p1,193,802,326,1080
108,pimg,0,165,387,684
108,pimg,291,461,387,685
108,pimg,1059,1286,243,612
108,pimg,1425,1638,248,608
108,p2,1043,1636,143,1080
109,pimg,766,961,180,614
109,p1,196,801,326,1080
109,pimg,0,166,387,684
109,pimg,292,462,387,685
109,pimg,1059,1286,243,612
109,pimg,1426,1639,248,608
109,p2,1069,1632,143,1080
110,pimg,766,961,180,614
110,p1,200,800,326,1080
110,pimg,0,167,387,684
110,pimg,293,463,387,685
110,pimg,1059,1286,243,612
110,pimg,1426,1639,249,608
110,p2,1094,1627,143,1080
111,pimg,766,961,180,614
111,p1,203,805,326,1080
111,pimg,0,167,387,684
111,pimg,293,463,387,685
111,pimg,1060,1286,243,612
111,pimg,1426,1639,248,607
111,p2,1116,1624,143,1080
112,pimg,766,961,180,614
112,p1,206,809,326,1080
112,pimg,0,168,387,684
112,pimg,294,463,387,685
112,pimg,1060,1286,242,612
112,pimg,1427,1640,247,607
112,p2,1139,1622,143,1080
113,pimg,766,961,180,614
113,p1,210,813,326,1080
113,pimg,0,168,387,684
113,pimg,294,464,387,685
113,pimg,1060,1287,242,611
113,pimg,1427,1640,247,606
113,p2,1141,1611,143,1080
114,pimg,766,961,180,614
114,p1,213,818,326,1080
114,pimg,0,169,387,684
114,pimg,294,464,387,684
114,pimg,1060,1287,242,611
114,pimg,1428,1641,246,606
114,p2,1144,1600,143,1080
115,pimg,766,962,180,614
115,p1,217,822,326,1080
115,pimg,0,169,387,684
115,pimg,294,464,387,684
115,pimg,1060,1287,242,611
115,pimg,1428,1641,246,605
115,p2,1147,1613,143,1080
116,pimg,766,962,180,614
116,p1,221,837,326,1080
116,pimg,0,170,387,684
116,pimg,295,464,387,684
116,pimg,1060,1287,242,611
116,pimg,1429,1642,245,605
116,p2,1142,1628,143,1080
117,pimg,767,962,180,614
117,p1,225,853,326,1080
117,pimg,0,170,387,684
117,pimg,295,465,387,684
117,pimg,1060,1287,242,611
117,pimg,1429,1642,245,604
117,p2,1136,1643,143,1080
118,pimg,767,962,180,614
118,p1,230,869,326,1080
118,pimg,0,170,387,684
118,pimg,295,465,386,684
118,pimg,1060,1287,242,611
118,pimg,1430,1643,244,604
118,p2,1131,1657,143,1080
119,pimg,767,962,180,614
119,p1,234,884,326,1080
119,pimg,0,171,387,684
119,pimg,295,465,386,684
119,pimg,1060,1287,242,611
119,pimg,1430,1643,244,603
119,p2,1126,1672,143,1080
120,pimg,767,962,180,614
120,p1,238,900,326,1080
120,pimg,0,171,387,684
120,pimg,296,465,386,684
120,pimg,1061,1287,242,611
120,pimg,1431,1644,243,602
120,p2,1120,1687,143,1080
121,pimg,767,962,180,614
121,p1,234,912,324,1080
121,pimg,0,172,387,684
121,pimg,296,466,386,684
121,pimg,1061,1288,242,611
121,pimg,1432,1645,243,602
121,p2,1109,1701,142,1080
122,pimg,768,964,180,614
122,p1,229,927,322,1080
122,pimg,0,172,387,684
122,pimg,296,466,386,684
122,pimg,1062,1289,242,611
122,pimg,1433,1646,242,602
122,p2,1097,1714,140,1080
123,pimg,769,965,180,614
123,p1,224,941,320,1080
123,pimg,0,173,387,684
123,pimg,297,466,386,683
123,pimg,1063,1290,242,611
123,pimg,1434,1646,242,601
123,p2,1086,1728,139,1080
124,pimg,770,966,180,614
124,p1,220,951,318,1080
124,pimg,0,173,387,684
124,pimg,297,467,386,683
124,pimg,1064,1291,242,611
124,pimg,1435,1647,242,601
124,p2,1074,1742,137,1080
125,pimg,772,967,180,614
125,p1,215,962,317,1080
125,pimg,0,174,387,684
125,pimg,297,467,386,683
125,pimg,1065,1292,242,611
125,pimg,1435,1648,241,601
125,p2,1063,1755,135,1080
126,pimg,773,968,179,613
126,p1,210,965,315,1080
126,pimg,0,174,387,684
126,pimg,297,467,386,683
126,pimg,1066,1293,242,611
126,pimg,1436,1649,241,600
126,p2,1051,1769,134,1080
127,pimg,774,969,179,613
127,p1,205,967,313,1080
127,pimg,0,174,387,684
127,pimg,298,468,386,683
127,pimg,1067,1294,242,611
127,pimg,1437,1650,240,600
127,p2,1040,1783,132,1080
128,pimg,775,970,179,613
128,p1,201,970,311,1080
128,pimg,0,175,387,684
128,pimg,298,468,386,683
128,pimg,1068,1295,242,611
128,pimg,1438,1651,240,600
128,p2,1028,1796,131,1080
129,pimg,776,972,179,613
129,p1,196,972,309,1080
129,pimg,0,175,387,684
129,pimg,298,468,386,683
129,pimg,1069,1296,242,611
129,pimg,1439,1652,240,599
129,p2,1017,1810,129,1080
130,pimg,777,973,179,613
130,p1,191,975,308,1080
130,pimg,0,176,387,684
130,pimg,299,468,386,683
130,pimg,1070,1297,242,611
130,pimg,1440,1653,239,599
130,p2,1006,1823,128,1080
131,pimg,779,974,179,613
131,p1,183,971,308,1080
131,pimg,0,175,387,684
131,pimg,298,468,386,683
131,pimg,1071,1298,242,611
131,pimg,1440,1653,239,599
131,p2,996,1831,127,1080
132,pimg,778,973,178,612
132,p1,175,967,308,1080
132,pimg,0,174,387,684
132,pimg,298,468,386,683
132,pimg,1073,1299,242,611
132,pimg,1440,1653,238,599
132,p2,987,1827,127,1080
133,pimg,777,972,178,612
133,p1,167,962,308,1080
133,pimg,0,172,386,684
133,pimg,298,467,386,683
133,pimg,1074,1301,242,611
133,pimg,1440,1653,237,599
133,p2,977,1823,126,1080
134,pimg,776,972,177,611
134,p1,159,958,308,1080
134,pimg,0,171,386,684
134,pimg,297,467,386,683
134,pimg,1075,1302,242,611
134,pimg,1440,1652,236,599
134,p2,968,1820,126,1080
135,pimg,775,971,176,610
