frame nummer,LabelName,XMin,XMax,YMin,YMax
99,pimg,1058,1285,244,613
100,pimg,285,454,387,684
100,pimg,1058,1285,244,613
101,pimg,285,455,387,684
101,pimg,1058,1285,244,613
102,pimg,286,456,387,684
102,pimg,1059,1285,244,613
103,pimg,287,457,387,684
103,pimg,1059,1285,243,613
104,pimg,288,458,387,685
104,pimg,1059,1286,243,612
105,pimg,289,459,387,685
105,pimg,1059,1286,243,612
106,pimg,290,460,387,685
107,pimg,291,460,387,685
108,pimg,291,461,387,685
109,pimg,292,462,387,685
110,pimg,293,463,387,685
111,pimg,293,463,387,685
112,pimg,294,463,387,685
113,pimg,294,464,387,685
114,pimg,294,464,387,684
115,pimg,294,464,387,684
116,pimg,295,464,387,684
117,pimg,295,465,387,684
118,pimg,295,465,386,684
119,pimg,295,465,386,684
120,pimg,296,465,386,684
121,pimg,296,466,386,684
122,pimg,296,466,386,684
123,pimg,297,466,386,683
124,pimg,297,467,386,683
125,pimg,297,467,386,683
135,p1,150,954,308,1080
135,pimg,297,467,386,683
136,p1,142,950,308,1080
136,pimg,296,466,386,683
137,p1,134,946,309,1080
137,pimg,296,466,386,683
138,p1,126,941,309,1080
138,pimg,296,466,386,683
138,pimg,1081,1308,242,611
139,p1,118,937,309,1080
139,pimg,295,465,386,683
139,pimg,1082,1309,242,611
140,pimg,295,465,386,683
140,pimg,1084,1310,242,611
141,pimg,297,467,386,684
141,pimg,1085,1312,242,612
142,pimg,300,470,387,684
142,pimg,1086,1313,242,612
143,pimg,1088,1314,243,612
144,pimg,1089,1316,243,612
145,pimg,307,477,388,686
145,pimg,1090,1317,243,612
146,pimg,1092,1319,243,612
147,pimg,1093,1320,243,612
148,pimg,1095,1321,243,612
149,pimg,1096,1323,243,612
150,pimg,1097,1324,243,612
151,pimg,1099,1326,243,612
152,pimg,1101,1328,242,611
153,pimg,1103,1330,242,611
154,pimg,1105,1332,241,610
155,pimg,1107,1334,241,610
156,pimg,1109,1336,240,609
157,pimg,1111,1338,240,609
158,pimg,1113,1340,239,609
159,pimg,1115,1342,239,608
161,pimg,1117,1344,238,607
189,pimg,1122,1348,215,584
190,pimg,1122,1349,214,583
191,pimg,1122,1348,213,582
192,pimg,1122,1346,212,581
193,pimg,1121,1345,211,580
194,pimg,1121,1344,210,579
195,pimg,1121,1343,209,579
196,pimg,1121,1342,208,578
197,pimg,1121,1341,208,577
198,pimg,1121,1340,207,576
199,pimg,1120,1339,206,575
200,pimg,1120,1338,205,574
201,pimg,1120,1338,203,573
210,pimg,827,1023,134,568
211,pimg,828,1024,133,567
211,p1,609,1415,264,1080
212,pimg,829,1024,132,566
212,p1,625,1430,263,1080
213,pimg,829,1025,131,565
213,p1,640,1439,260,1080
214,pimg,830,1025,130,564
215,pimg,830,1026,129,563
215,p1,660,1453,256,1080
216,pimg,831,1026,128,562
217,pimg,831,1027,127,561
218,pimg,832,1027,126,560
219,pimg,832,1028,125,559
219,p1,682,1474,257,1080
220,pimg,833,1028,124,558
220,p1,688,1479,257,1080
221,pimg,833,1029,123,557
221,p1,689,1479,257,1080
222,pimg,834,1029,123,557
222,p1,691,1479,256,1080
223,pimg,835,1030,122,557
223,p1,692,1479,256,1080
224,p1,694,1479,256,1080
225,p1,695,1479,256,1080
226,p1,696,1479,256,1080
227,p1,698,1479,256,1080
228,p1,699,1479,256,1080
229,pimg,838,1033,122,556
229,p1,701,1479,256,1080
230,pimg,839,1034,122,556
230,p1,702,1479,255,1080
231,p1,702,1480,255,1080
232,p1,703,1480,255,1080
233,pimg,840,1036,122,556
233,p1,703,1481,255,1080
234,p1,703,1481,255,1080
235,p1,703,1482,254,1080
236,p1,704,1482,254,1080
237,p1,704,1483,254,1080
238,p1,704,1483,254,1080
239,p1,704,1484,254,1080
240,p1,705,1484,254,1080
241,p1,705,1485,253,1080
242,p1,705,1485,253,1080
243,p1,705,1486,253,1080
244,p1,706,1486,253,1080
245,p1,706,1487,253,1080
246,pimg,848,1043,120,554
246,p1,706,1487,252,1080
247,pimg,849,1044,120,554
247,p1,706,1488,252,1080
248,pimg,849,1045,120,554
248,p1,707,1488,252,1080
249,pimg,850,1045,119,553
250,pimg,851,1046,119,553
251,pimg,851,1047,119,553
259,p1,690,1475,257,1080
260,p1,688,1473,258,1080
261,p1,681,1466,259,1080
262,pimg,865,1060,119,553
262,p1,671,1456,260,1080
263,p1,661,1447,261,1080
264,p1,645,1431,263,1080
265,pimg,866,1061,119,553
266,pimg,867,1062,119,553
266,p1,614,1401,265,1080
267,pimg,867,1062,119,553
295,pimg,1165,1383,176,545
297,pimg,1165,1382,176,545
298,pimg,1164,1382,176,545
299,pimg,1164,1382,176,545
300,pimg,1164,1382,176,545
301,pimg,1164,1381,176,545
302,pimg,1164,1381,176,545
303,pimg,1163,1381,176,545
304,pimg,1163,1381,176,545
305,pimg,1163,1380,176,545
306,pimg,1163,1380,176,545
307,pimg,1162,1380,176,545
308,pimg,1162,1380,176,546
309,pimg,1162,1379,176,546
310,pimg,1162,1379,176,546
311,pimg,1161,1379,176,546
312,pimg,1161,1379,177,546
313,pimg,1161,1379,177,546
314,pimg,1161,1378,177,546
315,pimg,1161,1378,177,546
316,pimg,1160,1378,177,546
317,pimg,1160,1378,177,546
318,pimg,1160,1377,177,546
319,pimg,1160,1377,177,546
320,pimg,1159,1377,177,546
321,pimg,865,1060,114,548
321,pimg,1159,1377,177,546
322,pimg,865,1060,114,548
322,pimg,1159,1376,177,546
323,pimg,865,1060,114,548
323,pimg,1159,1376,177,546
324,pimg,1158,1376,177,546
325,pimg,1158,1376,177,546
326,pimg,1158,1376,177,546
327,pimg,1158,1375,177,546
328,pimg,1158,1375,177,546
329,pimg,1157,1375,177,546
330,pimg,1157,1375,177,546
331,pimg,1156,1374,178,547
332,pimg,1156,1373,178,547
333,pimg,861,1057,113,547
333,p1,728,1354,267,1078
333,pimg,1155,1373,178,547
334,pimg,861,1056,113,547
334,p1,732,1356,266,1078
335,pimg,860,1056,113,547
335,p1,737,1358,266,1078
336,pimg,860,1055,113,547
336,p1,742,1360,266,1077
337,pimg,859,1055,113,547
337,p1,747,1363,266,1077
338,pimg,859,1054,113,547
338,p1,751,1365,266,1076
339,pimg,858,1054,113,547
339,p1,756,1367,266,1076
340,pimg,858,1053,112,546
340,p1,761,1370,266,1076
341,pimg,857,1052,112,546
341,p1,764,1371,266,1076
342,pimg,857,1052,112,546
342,p1,766,1372,266,1076
343,pimg,856,1051,112,546
343,p1,769,1373,267,1076
344,pimg,856,1051,112,546
344,p1,772,1374,267,1076
345,pimg,855,1050,112,546
345,p1,774,1375,267,1076
346,pimg,855,1050,112,546
346,p1,777,1376,267,1076
347,pimg,854,1049,112,546
347,p1,780,1377,268,1077
348,pimg,854,1049,112,546
348,p1,783,1378,268,1077
349,pimg,853,1048,112,546
349,p1,785,1379,268,1077
350,pimg,853,1048,112,546
350,p1,788,1380,268,1077
351,pimg,851,1047,113,547
351,p1,791,1381,269,1077
352,pimg,850,1045,113,547
352,p1,793,1382,269,1077
353,pimg,849,1044,114,548
353,p1,796,1383,269,1077
354,pimg,847,1043,114,548
354,p1,799,1384,270,1077
355,pimg,846,1042,115,549
355,p1,802,1386,270,1077
356,pimg,845,1040,115,550
356,p1,804,1387,270,1078
357,pimg,844,1039,116,550
357,p1,807,1388,270,1078
358,pimg,842,1038,116,551
358,p1,810,1389,271,1078
359,pimg,841,1036,117,551
359,p1,813,1390,271,1078
360,pimg,840,1035,117,552
360,p1,815,1391,271,1078
361,pimg,839,1035,117,552
361,p1,818,1392,272,1078
362,pimg,839,1034,117,552
362,p1,821,1393,272,1078
363,pimg,839,1034,117,552
363,p1,823,1394,272,1078
364,pimg,838,1034,117,552
364,p1,826,1395,272,1079
365,pimg,838,1033,117,552
366,pimg,837,1033,117,552
367,pimg,837,1032,117,552
368,pimg,837,1032,117,552
369,pimg,836,1032,117,552
370,pimg,836,1031,117,552
371,pimg,836,1031,119,553
372,pimg,835,1031,120,554
373,pimg,835,1030,122,556
374,pimg,834,1030,123,557
375,pimg,834,1029,125,559
376,pimg,834,1029,126,560
408,pimg,818,1013,135,569
409,pimg,817,1013,135,569
410,pimg,817,1012,135,569
411,pimg,816,1012,134,568
412,pimg,816,1011,133,567
413,pimg,815,1010,131,565
414,pimg,814,1010,130,564
415,pimg,814,1009,128,562
416,pimg,813,1008,127,561
417,pimg,812,1008,126,560
418,pimg,812,1007,124,558
419,pimg,811,1006,123,557
420,pimg,810,1006,121,555
421,pimg,810,1006,122,556
422,pimg,810,1006,123,557
423,pimg,810,1006,124,558
424,pimg,810,1006,125,559
425,pimg,810,1006,126,560
426,pimg,810,1006,127,562
427,pimg,810,1006,128,563
428,pimg,810,1006,129,564
429,pimg,810,1006,131,565
430,pimg,810,1006,132,566
430,p1,640,1409,254,1080
431,pimg,811,1006,132,566
431,p1,632,1404,254,1080
432,pimg,812,1007,132,566
432,p1,624,1398,254,1080
433,pimg,812,1008,132,566
434,pimg,813,1008,133,567
435,pimg,814,1009,133,567
436,pimg,814,1010,133,567
436,p1,601,1378,254,1080
437,pimg,815,1010,133,567
437,p1,601,1375,254,1080
438,pimg,816,1011,134,568
438,p1,601,1371,254,1080
439,p1,601,1368,254,1080
440,pimg,817,1012,134,568
440,p1,601,1365,254,1080
441,pimg,818,1013,134,568
441,p1,601,1367,254,1080
443,pimg,820,1015,133,567
445,pimg,821,1017,133,567
448,pimg,824,1019,132,566
449,pimg,825,1020,132,566
449,p1,574,1358,248,1080
450,pimg,826,1021,132,566
450,p1,568,1351,248,1080
451,pimg,827,1022,132,566
451,p1,556,1337,250,1080
455,p1,506,1284,258,1080
460,pimg,836,1031,132,566
461,pimg,836,1032,132,566
471,pimg,1135,1353,187,556
472,pimg,1136,1354,187,556
473,pimg,1137,1355,186,555
474,pimg,1138,1356,185,555
475,pimg,1139,1357,185,554
476,pimg,1141,1358,184,553
477,pimg,1142,1359,184,553
478,pimg,1143,1360,183,552
479,pimg,1144,1361,182,552
480,pimg,1145,1362,182,551
481,pimg,1146,1363,181,551
488,pimg,386,560,345,642
495,pimg,388,562,344,642
496,pimg,388,563,344,642
496,pimg,1157,1375,182,551
497,pimg,388,563,344,642
497,pimg,1157,1375,182,551
498,pimg,388,563,344,642
498,pimg,1157,1375,183,552
499,pimg,388,563,344,642
499,pimg,1157,1375,183,552
500,pimg,389,563,344,642
500,pimg,1157,1374,183,553
501,pimg,391,565,343,641
501,pimg,1157,1374,184,553
502,pimg,393,568,342,639
502,pimg,1157,1374,184,554
503,pimg,394,573,345,645
503,pimg,1156,1374,185,554
504,pimg,396,578,348,650
504,pimg,1156,1374,185,554
505,pimg,650,858,64,505
505,pimg,146,333,268,572
506,pimg,654,859,67,509
506,pimg,150,337,270,574
507,pimg,658,861,69,513
507,pimg,155,341,271,576
508,pimg,159,346,273,578
509,pimg,163,350,274,580
510,pimg,167,354,275,582
511,pimg,171,358,277,584
512,pimg,175,362,278,586
513,pimg,179,366,280,588
514,pimg,679,884,78,526
514,pimg,183,370,281,590
515,pimg,682,886,78,526
515,pimg,188,375,282,592
516,pimg,686,887,78,526
516,pimg,190,377,284,593
516,pimg,0,54,281,593
517,pimg,0,59,281,593
518,pimg,0,64,281,593
519,pimg,696,893,78,526
519,pimg,0,68,281,593
539,pimg,694,911,107,555
541,pimg,692,911,109,557
541,pimg,0,63,281,622
542,pimg,0,62,281,623
543,pimg,193,380,317,627
543,pimg,0,61,281,625
544,pimg,193,380,318,627
544,pimg,0,60,281,626
545,pimg,193,379,318,628
545,pimg,0,59,281,627
546,pimg,192,379,319,629
546,pimg,0,59,282,628
547,pimg,192,379,320,629
547,pimg,0,59,282,629
548,pimg,192,379,320,630
548,pimg,0,59,283,629
549,pimg,191,378,321,631
549,pimg,0,59,283,630
550,pimg,191,378,322,631
550,pimg,0,59,284,630
551,pimg,191,377,322,632
551,pimg,0,59,285,631
552,pimg,0,59,285,632
553,pimg,190,376,323,633
553,pimg,0,58,286,632
554,pimg,0,58,287,633
555,pimg,0,58,287,634
556,pimg,0,58,288,634
557,pimg,0,58,288,635
558,pimg,680,902,127,575
558,pimg,187,374,326,635
558,pimg,0,58,289,635
559,pimg,0,58,290,636
560,pimg,0,58,290,637
561,pimg,0,58,291,637
562,pimg,0,57,292,638
563,pimg,0,57,292,639
564,pimg,0,57,293,639
565,pimg,0,57,294,640
566,pimg,0,57,294,640
567,pimg,679,901,129,578
567,pimg,189,376,333,643
567,pimg,0,57,294,641
568,pimg,189,376,334,644
568,pimg,0,57,295,641
569,pimg,190,377,335,645
569,pimg,0,57,295,641
570,pimg,190,377,336,646
570,pimg,0,57,295,642
571,pimg,190,377,336,646
571,pimg,0,56,296,642
572,pimg,190,376,336,646
572,pimg,0,56,296,642
573,pimg,189,376,337,646
573,pimg,0,56,296,643
574,pimg,680,902,132,580
574,pimg,189,376,337,646
574,pimg,0,56,297,643
575,pimg,188,375,337,646
575,pimg,0,56,297,644
576,pimg,188,375,337,646
576,pimg,0,56,298,644
577,pimg,188,375,337,647
577,pimg,0,56,298,644
578,pimg,187,374,337,647
578,pimg,0,56,298,645
579,pimg,680,902,135,583
579,pimg,187,374,337,647
579,pimg,0,56,299,645
580,pimg,680,902,135,583
580,pimg,187,374,337,647
580,pimg,0,55,299,645
581,pimg,680,902,136,584
581,pimg,187,374,337,647
581,pimg,0,55,299,646
582,pimg,187,374,337,647
582,pimg,0,55,300,646
583,pimg,680,903,136,584
583,pimg,187,375,337,647
583,pimg,0,55,300,647
584,pimg,187,375,337,647
584,pimg,0,55,301,647
585,pimg,187,375,336,647
585,pimg,0,55,301,647
586,pimg,187,376,336,647
586,pimg,0,55,301,647
587,pimg,187,376,336,647
587,pimg,0,55,301,647
588,pimg,681,903,136,584
588,pimg,187,376,336,647
588,pimg,0,55,301,647
589,pimg,681,903,137,585
589,pimg,187,377,335,647
589,pimg,0,55,301,647
590,pimg,681,903,137,585
590,pimg,187,377,335,647
590,pimg,0,55,301,647
591,pimg,187,377,335,647
591,pimg,992,1212,183,557
591,pimg,0,55,301,647
592,pimg,187,378,335,647
592,pimg,0,55,301,647
593,pimg,187,378,335,647
593,pimg,0,55,301,647
594,pimg,187,378,334,647
594,pimg,0,56,301,647
595,pimg,187,378,334,647
595,pimg,0,56,301,647
596,pimg,187,379,334,647
596,pimg,0,56,301,647
597,pimg,187,379,334,647
597,pimg,0,56,301,647
598,pimg,187,379,333,647
598,pimg,0,56,301,647
599,pimg,188,380,333,647
599,pimg,0,56,301,647
600,pimg,188,380,333,647
600,pimg,0,56,301,647
601,pimg,188,380,333,647
601,pimg,0,56,301,647
602,pimg,188,381,333,647
602,pimg,0,56,301,647
603,pimg,188,381,332,647
603,pimg,0,56,301,647
604,pimg,188,381,332,647
604,pimg,0,56,301,647
605,pimg,188,382,332,647
605,pimg,0,56,301,647
606,pimg,188,382,332,647
606,pimg,0,56,301,647
607,pimg,188,382,331,647
607,pimg,0,56,301,647
608,pimg,188,383,331,647
608,pimg,0,57,301,647
609,pimg,682,905,137,586
609,pimg,0,57,301,647
610,pimg,0,57,301,647
611,pimg,0,57,301,647
612,pimg,0,57,301,647
613,pimg,0,57,301,647
614,pimg,0,57,301,647
615,pimg,0,57,301,647
616,pimg,0,57,301,647
617,pimg,0,57,301,647
618,pimg,0,57,301,647
619,pimg,0,57,301,647
620,pimg,0,57,301,647
621,pimg,0,57,301,647
622,pimg,682,906,135,586
623,pimg,682,906,135,586
624,pimg,682,906,135,586
624,pimg,0,58,301,647
625,pimg,682,906,134,586
626,pimg,682,906,134,586
626,pimg,0,58,301,647
627,pimg,682,906,134,586
627,pimg,0,58,301,647
628,pimg,682,906,134,586
628,pimg,0,59,301,647
629,pimg,682,906,134,586
630,pimg,682,906,134,586
631,pimg,682,907,134,585
632,pimg,682,907,133,585
633,pimg,682,907,133,585
634,pimg,682,907,133,585
634,pimg,992,1214,181,558
635,pimg,682,907,133,585
636,pimg,682,907,133,585
637,pimg,682,907,133,585
638,pimg,682,907,133,585
639,pimg,682,907,132,585
640,pimg,682,907,132,585
641,pimg,682,908,132,585
642,pimg,682,908,132,585
643,pimg,682,908,132,585
644,pimg,682,908,132,585
645,pimg,682,908,132,585
646,pimg,682,908,131,585
647,pimg,682,908,131,585
648,pimg,682,908,131,585
649,pimg,682,908,131,585
650,pimg,682,908,131,585
651,pimg,682,908,131,585
652,pimg,682,909,131,585
653,pimg,682,909,130,585
654,pimg,682,909,130,585
655,pimg,682,909,130,585
656,pimg,682,909,130,585
657,pimg,682,909,130,585
658,pimg,682,909,130,585
659,pimg,682,909,130,585
660,pimg,682,909,129,585
661,pimg,682,909,129,585
662,pimg,682,910,129,585
663,pimg,682,910,129,585
664,pimg,682,910,129,585
665,pimg,682,910,129,585
666,pimg,682,910,129,585
667,pimg,682,910,128,585
668,pimg,682,910,128,585
669,pimg,682,910,128,585
670,pimg,682,910,128,585
671,pimg,682,910,128,585
672,pimg,682,910,128,585
673,pimg,682,911,128,585
674,pimg,682,911,127,585
675,pimg,682,911,127,585
676,pimg,682,911,127,585
677,pimg,682,911,127,585
678,pimg,682,911,127,585
679,pimg,682,911,127,585
680,pimg,682,911,127,585
681,pimg,682,911,126,585
682,pimg,682,911,126,585
683,pimg,682,912,126,585
684,pimg,682,912,126,585
685,pimg,682,912,126,585
687,pimg,682,912,126,585
688,pimg,682,912,125,585
691,pimg,682,912,125,585
692,pimg,682,912,125,585
693,pimg,682,912,125,585
694,pimg,682,913,125,584
701,pimg,682,913,124,584
702,pimg,682,913,123,584
704,p1,364,726,288,943
704,pimg,216,388,290,571
704,pimg,51,189,296,544
704,pimg,418,589,309,547
705,p1,371,733,288,943
705,pimg,216,388,290,571
705,pimg,51,189,295,544
705,pimg,418,588,309,547
706,p1,378,741,287,942
706,pimg,215,387,290,570
706,pimg,914,1140,162,517
706,pimg,51,189,295,544
706,pimg,417,588,309,547
707,pimg,678,910,162,510
707,p1,386,748,287,942
707,pimg,215,387,290,570
707,pimg,914,1139,162,517
707,pimg,50,189,295,543
707,pimg,417,587,309,547
708,pimg,678,910,162,510
708,p1,393,756,286,941
708,pimg,214,386,290,570
708,pimg,50,189,295,543
708,pimg,416,587,308,547
709,p1,401,763,286,941
709,pimg,214,386,290,570
709,pimg,49,189,294,543
709,pimg,416,586,308,547
710,pimg,677,909,162,510
710,p1,408,771,285,940
710,pimg,213,385,290,570
710,pimg,49,189,294,543
710,pimg,415,586,308,547
711,p1,416,778,285,940
711,pimg,213,385,290,570
711,pimg,48,189,294,542
711,pimg,415,585,308,547
712,p1,423,786,285,939
712,pimg,212,384,290,570
712,pimg,48,189,294,542
712,pimg,414,585,308,547
713,p1,431,793,284,939
713,pimg,212,384,290,570
713,pimg,48,189,293,542
713,pimg,414,584,308,547
714,p1,438,801,284,938
714,pimg,211,383,290,570
714,pimg,47,189,293,541
714,pimg,413,584,308,547
715,pimg,675,906,162,510
715,p1,442,805,284,939
715,pimg,211,383,290,570
715,pimg,47,189,293,541
715,pimg,413,583,308,547
716,p1,446,808,285,940
716,pimg,210,382,290,570
716,pimg,46,189,292,541
716,pimg,412,582,308,547
717,pimg,674,905,162,510
717,p1,450,812,285,940
717,pimg,210,382,290,570
717,pimg,908,1134,162,517
717,pimg,46,189,292,541
717,pimg,411,582,308,547
718,pimg,673,905,162,510
718,p1,454,816,286,941
718,pimg,209,381,290,570
718,pimg,908,1133,162,517
718,pimg,45,189,292,540
718,pimg,411,581,308,547
719,pimg,673,904,162,510
719,p1,458,820,287,941
719,pimg,209,381,289,570
719,pimg,907,1133,162,517
719,pimg,45,189,292,540
719,pimg,410,581,308,547
720,pimg,672,904,162,510
720,p1,462,824,287,942
720,pimg,208,381,289,570
720,pimg,44,189,291,540
720,pimg,410,580,308,547
721,p1,466,828,288,943
721,pimg,208,380,289,570
721,pimg,44,189,291,540
721,pimg,409,580,308,547
722,pimg,671,903,162,510
722,p1,469,832,289,943
722,pimg,207,380,289,570
722,pimg,906,1131,162,517
722,pimg,44,189,291,539
722,pimg,409,579,308,546
723,pimg,671,903,162,510
723,p1,473,836,289,944
723,pimg,207,379,289,570
723,pimg,43,188,291,539
723,pimg,408,579,308,546
724,p1,477,840,290,945
724,pimg,206,379,289,570
724,pimg,904,1130,162,517
724,pimg,43,188,290,539
724,pimg,408,578,308,546
725,p1,486,848,289,944
725,pimg,206,378,289,569
725,pimg,42,188,290,538
725,pimg,407,578,308,546
726,pimg,669,901,162,510
726,p1,494,857,288,943
726,pimg,205,378,289,569
726,pimg,903,1129,162,517
726,pimg,42,188,290,538
726,pimg,407,577,307,546
727,pimg,669,901,162,510
727,p1,503,865,287,942
727,pimg,205,377,289,569
727,pimg,903,1129,162,517
727,pimg,41,188,289,538
727,pimg,406,577,307,546
728,pimg,668,900,162,510
728,p1,512,874,286,941
728,pimg,204,377,289,569
728,pimg,902,1128,162,517
728,pimg,41,188,289,538
728,pimg,405,576,307,546
729,pimg,668,900,162,510
729,p1,520,883,285,940
729,pimg,204,376,289,569
729,pimg,902,1127,162,517
729,pimg,41,188,289,537
729,pimg,405,575,307,546
730,pimg,667,899,162,510
730,p1,529,891,284,939
730,pimg,203,376,289,569
730,pimg,901,1127,162,517
730,pimg,40,188,289,537
730,pimg,404,575,307,546
731,pimg,667,899,162,510
731,p1,537,900,283,938
731,pimg,203,375,289,569
731,pimg,40,188,288,537
731,pimg,404,574,307,546
732,pimg,666,898,162,510
732,p1,546,908,282,937
732,pimg,202,375,289,569
732,pimg,39,188,288,537
732,pimg,403,574,307,546
733,p1,555,917,281,936
733,pimg,202,374,289,569
733,pimg,39,188,288,536
733,pimg,403,573,307,546
734,pimg,665,897,162,510
734,p1,563,926,280,935
734,pimg,201,374,289,569
734,pimg,38,188,288,536
734,pimg,402,573,307,546
735,pimg,665,897,162,510
735,p1,571,933,280,935
735,pimg,201,373,289,569
735,pimg,899,1125,162,517
735,p2,1405,1778,244,1025
735,pimg,38,187,288,536
735,pimg,401,572,307,545
736,pimg,665,897,162,510
736,p1,578,940,281,935
736,pimg,200,372,289,569
736,pimg,38,187,288,537
736,pimg,401,571,306,545
737,pimg,665,897,162,510
737,pimg,199,372,289,569
737,pimg,37,187,288,537
737,pimg,400,570,306,545
738,pimg,665,897,162,510
738,pimg,199,371,289,569
738,pimg,37,186,289,537
738,pimg,399,570,306,544
739,pimg,665,897,163,510
739,pimg,198,370,289,569
739,pimg,36,186,289,537
739,pimg,398,569,305,544
740,pimg,665,897,163,510
740,p1,607,970,281,936
740,pimg,197,370,289,569
740,pimg,899,1124,163,517
740,p2,1350,1723,248,1042
740,pimg,36,185,289,538
740,pimg,397,568,305,544
741,pimg,665,897,163,510
741,p1,614,977,281,936
741,pimg,197,369,289,569
741,pimg,898,1124,163,518
741,pimg,1128,1360,163,527
741,p2,1339,1712,249,1046
741,pimg,36,185,289,538
741,pimg,397,567,305,544
742,pimg,665,897,163,510
742,p1,622,984,282,936
742,pimg,196,368,289,569
742,pimg,898,1124,163,518
742,p2,1328,1701,250,1050
742,pimg,35,185,290,538
742,pimg,396,566,304,543
743,pimg,665,897,163,510
743,p1,629,991,282,936
743,pimg,196,368,289,569
743,pimg,898,1124,163,518
743,p2,1317,1690,251,1053
743,pimg,35,184,290,538
743,pimg,395,565,304,543
744,pimg,665,897,163,510
744,p1,636,999,282,937
744,pimg,195,367,289,569
744,pimg,898,1124,163,518
744,pimg,1128,1356,163,527
744,p2,1306,1678,251,1057
744,pimg,34,184,290,538
744,pimg,394,565,304,543
745,pimg,665,897,163,510
