frame nummer,LabelName,XMin,XMax,YMin,YMax
57,pimg,750,946,179,613
57,pimg,0,129,382,684
58,p1,140,846,314,1077
58,pimg,751,946,179,613
58,pimg,0,129,382,684
58,pimg,265,435,386,683
59,p1,144,838,314,1077
59,pimg,751,946,179,613
59,pimg,0,129,383,684
59,pimg,265,435,386,684
60,p1,144,828,314,1077
60,pimg,0,129,383,684
60,pimg,265,435,386,684
61,p1,142,815,314,1077
61,pimg,0,129,383,684
61,pimg,265,435,386,684
62,p1,131,802,314,1077
62,pimg,0,130,383,684
62,pimg,265,435,386,684
63,p1,127,786,314,1077
63,pimg,0,131,383,684
63,pimg,266,435,386,684
64,pimg,0,132,383,684
64,pimg,266,436,386,684
65,pimg,0,132,383,684
65,pimg,266,436,386,684
66,pimg,0,133,383,684
66,pimg,266,436,386,684
67,pimg,752,947,179,613
67,pimg,0,134,383,684
67,pimg,267,436,386,684
67,pimg,1416,1629,250,610
68,pimg,752,947,179,613
68,pimg,0,134,383,684
68,pimg,267,437,386,684
68,pimg,1416,1629,250,609
69,pimg,752,948,179,613
69,pimg,0,135,383,684
69,pimg,267,437,386,684
69,pimg,1416,1629,249,609
70,pimg,752,948,179,613
70,pimg,0,136,383,684
70,pimg,267,437,386,684
71,pimg,0,136,383,684
71,pimg,268,437,386,684
71,pimg,1055,1282,247,616
71,pimg,1416,1629,249,608
72,pimg,0,137,383,684
72,pimg,268,438,386,684
72,pimg,1417,1630,249,608
73,pimg,0,138,383,684
73,pimg,268,438,386,684
73,pimg,1055,1282,247,616
73,pimg,1417,1630,249,608
73,p2,900,1436,130,1080
74,pimg,0,138,383,684
74,pimg,268,438,386,684
74,pimg,1056,1282,247,616
74,pimg,1417,1630,249,609
75,pimg,0,139,383,684
75,pimg,269,438,386,684
75,pimg,1056,1282,246,616
75,pimg,1418,1630,249,609
76,pimg,0,140,383,684
76,pimg,269,439,386,684
76,pimg,1418,1631,249,609
77,pimg,0,141,383,684
77,pimg,269,439,386,684
77,pimg,1418,1631,249,609
78,pimg,0,141,383,684
78,pimg,269,439,386,684
78,pimg,1419,1631,250,609
79,pimg,0,142,383,684
79,pimg,270,439,386,684
79,pimg,1419,1632,250,609
80,pimg,0,143,383,684
80,pimg,270,440,386,684
80,pimg,1419,1632,250,609
81,pimg,0,143,383,684
81,pimg,270,440,386,684
81,pimg,1056,1283,246,615
81,pimg,1419,1632,250,609
82,pimg,271,441,386,684
82,pimg,1056,1283,246,615
82,pimg,1419,1632,249,609
83,pimg,0,144,383,684
83,pimg,1057,1283,246,615
83,pimg,1420,1632,249,609
84,pimg,0,144,383,684
84,pimg,1057,1283,245,615
84,pimg,1420,1632,249,609
85,pimg,0,145,383,684
85,pimg,1057,1284,245,615
85,pimg,1420,1633,249,608
86,pimg,0,145,383,684
86,pimg,1057,1284,245,614
86,pimg,1420,1633,249,608
87,pimg,0,145,383,684
87,pimg,274,444,387,684
87,pimg,1057,1284,245,614
87,pimg,1420,1633,248,608
88,pimg,0,146,383,684
88,pimg,275,444,387,684
88,pimg,1057,1284,245,614
88,pimg,1420,1633,248,608
89,pimg,0,146,383,684
89,pimg,1057,1284,245,614
89,pimg,1420,1633,248,608
90,pimg,0,147,383,684
90,pimg,276,446,387,684
90,pimg,1057,1284,245,614
90,pimg,1420,1633,248,607
91,pimg,0,148,383,684
91,pimg,277,447,387,684
91,pimg,1057,1284,245,614
91,pimg,1421,1634,248,607
92,pimg,0,149,384,684
92,pimg,278,447,387,684
92,pimg,1058,1284,245,614
92,pimg,1421,1634,248,607
93,pimg,757,953,179,613
93,pimg,0,150,384,684
93,pimg,279,448,387,684
93,pimg,1058,1284,244,614
94,p1,40,921,314,1080
94,pimg,758,954,179,613
94,pimg,0,151,385,684
94,pimg,279,449,387,684
94,pimg,1058,1285,244,614
95,p1,40,906,314,1080
95,pimg,759,954,179,613
95,pimg,0,152,385,684
95,pimg,280,450,387,684
95,pimg,1058,1285,244,613
96,p1,44,893,314,1080
96,pimg,760,955,179,613
96,pimg,0,153,385,684
96,pimg,281,451,387,684
96,pimg,1058,1285,244,613
97,p1,54,880,314,1080
97,pimg,0,154,386,684
97,pimg,282,452,387,684
97,pimg,1058,1285,244,613
98,pimg,0,155,386,684
98,pimg,283,453,387,684
98,pimg,1058,1285,244,613
99,pimg,763,958,179,613
99,pimg,284,453,387,684
99,pimg,1058,1285,244,613
100,p1,99,845,314,1080
100,pimg,285,454,387,684
100,pimg,1058,1285,244,613
101,pimg,285,455,387,684
101,pimg,1058,1285,244,613
101,pimg,1424,1637,248,607
102,pimg,286,456,387,684
102,pimg,1059,1285,244,613
102,pimg,1424,1637,248,608
103,p1,186,816,314,1080
103,pimg,765,960,179,613
103,pimg,287,457,387,684
103,pimg,1059,1285,243,613
103,pimg,1424,1637,248,608
104,p1,186,810,314,1080
104,pimg,765,960,179,613
104,pimg,288,458,387,685
104,pimg,1059,1286,243,612
104,pimg,1424,1637,248,608
105,pimg,765,960,179,613
105,p1,182,804,326,1080
105,pimg,289,459,387,685
105,pimg,1425,1638,248,608
106,pimg,765,960,179,613
106,p1,186,803,326,1080
106,pimg,290,460,387,685
106,pimg,1425,1638,248,608
107,pimg,765,961,180,614
107,p1,189,803,326,1080
107,pimg,291,460,387,685
107,pimg,1425,1638,248,608
108,pimg,765,961,180,614
108,p1,193,802,326,1080
108,pimg,291,461,387,685
108,pimg,1059,1286,243,612
108,pimg,1425,1638,248,608
108,p2,1043,1636,143,1080
109,pimg,766,961,180,614
109,p1,196,801,326,1080
109,pimg,292,462,387,685
109,pimg,1059,1286,243,612
109,pimg,1426,1639,248,608
110,pimg,766,961,180,614
110,p1,200,800,326,1080
110,pimg,293,463,387,685
110,pimg,1059,1286,243,612
110,pimg,1426,1639,249,608
111,pimg,766,961,180,614
111,p1,203,805,326,1080
111,pimg,293,463,387,685
111,pimg,1060,1286,243,612
111,pimg,1426,1639,248,607
112,pimg,766,961,180,614
112,p1,206,809,326,1080
112,pimg,294,463,387,685
112,pimg,1427,1640,247,607
113,pimg,766,961,180,614
113,p1,210,813,326,1080
113,pimg,294,464,387,685
113,pimg,1427,1640,247,606
114,p1,213,818,326,1080
114,pimg,294,464,387,684
114,pimg,1428,1641,246,606
115,p1,217,822,326,1080
115,pimg,0,169,387,684
115,pimg,294,464,387,684
115,pimg,1428,1641,246,605
116,pimg,295,464,387,684
116,pimg,1429,1642,245,605
117,pimg,767,962,180,614
117,pimg,295,465,387,684
117,pimg,1429,1642,245,604
118,pimg,767,962,180,614
118,pimg,295,465,386,684
118,pimg,1430,1643,244,604
119,pimg,767,962,180,614
119,pimg,295,465,386,684
119,pimg,1430,1643,244,603
120,pimg,767,962,180,614
120,pimg,296,465,386,684
120,pimg,1431,1644,243,602
121,pimg,767,962,180,614
121,pimg,296,466,386,684
121,pimg,1432,1645,243,602
122,pimg,768,964,180,614
122,pimg,296,466,386,684
122,pimg,1433,1646,242,602
123,pimg,769,965,180,614
123,pimg,297,466,386,683
124,pimg,770,966,180,614
124,pimg,297,467,386,683
125,p1,215,962,317,1080
125,pimg,0,174,387,684
125,pimg,297,467,386,683
126,pimg,0,174,387,684
126,pimg,297,467,386,683
127,pimg,0,174,387,684
127,pimg,298,468,386,683
128,pimg,775,970,179,613
128,pimg,298,468,386,683
129,pimg,0,175,387,684
129,pimg,298,468,386,683
130,pimg,777,973,179,613
130,pimg,299,468,386,683
131,pimg,779,974,179,613
131,pimg,0,175,387,684
131,pimg,298,468,386,683
132,pimg,778,973,178,612
132,pimg,298,468,386,683
133,pimg,777,972,178,612
133,pimg,298,467,386,683
134,pimg,0,171,386,684
134,pimg,297,467,386,683
135,pimg,775,971,176,610
135,pimg,0,170,386,684
135,pimg,297,467,386,683
136,pimg,775,970,176,610
136,pimg,0,169,386,684
137,pimg,774,969,175,609
137,pimg,0,168,386,684
137,pimg,1439,1652,234,599
138,pimg,773,968,174,608
138,pimg,0,167,386,684
138,pimg,1439,1652,233,596
139,pimg,772,968,174,608
139,pimg,0,165,386,684
139,pimg,1439,1652,233,594
140,pimg,772,967,173,607
140,pimg,0,164,386,684
140,pimg,1439,1652,232,591
141,pimg,771,966,172,606
141,pimg,297,467,386,684
141,pimg,1441,1654,232,592
142,pimg,774,969,173,607
142,pimg,300,470,387,684
142,pimg,1443,1656,233,593
143,pimg,776,972,173,607
143,pimg,302,472,387,685
143,pimg,1445,1658,233,593
144,pimg,779,974,174,608
144,pimg,1447,1660,233,594
145,pimg,782,977,174,608
145,pimg,1449,1662,233,595
146,pimg,784,980,175,609
146,pimg,309,479,389,686
146,pimg,1451,1664,234,595
147,pimg,787,982,175,610
147,pimg,312,482,389,686
147,pimg,1454,1666,234,596
148,pimg,790,985,176,610
148,pimg,314,484,390,687
148,pimg,1456,1668,234,595
149,pimg,792,988,176,611
149,pimg,317,486,390,687
149,pimg,1458,1671,235,595
150,pimg,795,990,177,611
150,pimg,319,489,391,688
150,pimg,1460,1673,235,594
151,pimg,798,993,178,612
151,pimg,324,494,390,687
151,pimg,1464,1677,235,594
152,pimg,800,995,178,612
152,pimg,329,499,390,687
152,pimg,1469,1682,235,594
153,pimg,802,998,178,612
153,pimg,333,502,392,690
153,pimg,1473,1686,234,594
154,pimg,805,1000,178,612
154,pimg,338,508,391,688
154,pimg,1475,1688,234,594
155,pimg,807,1002,178,612
155,p1,214,1013,322,1080
155,pimg,341,511,388,686
155,pimg,1477,1690,234,595
156,pimg,809,1004,178,612
156,pimg,342,512,388,686
156,pimg,1479,1692,234,595
157,pimg,811,1007,178,612
157,p1,224,1022,324,1080
157,pimg,344,514,389,686
157,pimg,1481,1694,234,596
158,pimg,814,1009,178,612
158,pimg,345,515,391,689
158,pimg,1483,1696,233,595
159,pimg,816,1011,178,612
159,p1,234,1031,325,1080
159,pimg,352,522,392,690
159,pimg,1485,1698,233,594
160,pimg,818,1014,178,612
160,p1,238,1035,326,1080
160,pimg,352,522,392,689
160,pimg,1487,1700,233,593
161,pimg,821,1016,178,612
161,p1,237,1035,325,1080
161,pimg,352,522,392,689
161,pimg,1487,1700,232,592
162,pimg,821,1016,177,611
162,p1,236,1035,324,1080
162,pimg,352,522,392,689
162,pimg,1488,1701,231,591
163,pimg,821,1017,176,610
163,p1,235,1035,323,1080
163,pimg,352,522,391,689
163,pimg,1488,1701,230,590
164,pimg,822,1017,175,609
164,pimg,352,522,391,689
164,pimg,1489,1702,229,589
165,pimg,822,1017,174,608
165,pimg,352,522,391,689
165,pimg,1489,1702,228,588
166,pimg,823,1018,174,608
166,pimg,352,522,391,688
166,pimg,1492,1704,228,589
167,pimg,823,1018,173,607
167,p1,231,1034,319,1080
167,pimg,352,522,391,688
167,pimg,1494,1707,227,591
168,pimg,823,1019,172,606
168,pimg,352,522,391,688
168,pimg,1494,1706,227,591
169,pimg,824,1019,171,605
169,pimg,352,522,391,688
169,pimg,1493,1706,228,592
170,pimg,824,1019,171,605
170,pimg,352,522,391,688
170,pimg,1493,1706,228,593
171,pimg,824,1020,170,604
171,pimg,352,522,389,687
171,pimg,1493,1706,226,592
172,pimg,824,1019,169,603
172,pimg,352,522,388,686
172,pimg,1493,1706,225,591
173,pimg,823,1019,169,603
173,pimg,352,521,387,685
173,pimg,1494,1706,223,589
174,pimg,823,1018,168,602
174,pimg,351,521,386,684
174,pimg,1494,1707,222,588
175,pimg,822,1018,168,602
175,pimg,351,521,385,683
175,pimg,1494,1707,220,587
176,pimg,822,1017,167,601
176,pimg,351,521,384,682
176,pimg,1494,1707,219,586
177,pimg,821,1017,167,601
177,pimg,351,520,383,681
177,pimg,1494,1707,217,585
178,pimg,821,1016,166,600
178,pimg,350,520,382,680
178,pimg,1495,1707,216,584
179,pimg,820,1016,166,600
179,pimg,350,520,381,679
179,pimg,1495,1708,214,583
180,pimg,820,1015,165,599
180,pimg,350,520,380,677
180,pimg,1495,1708,213,582
181,pimg,819,1015,165,599
181,pimg,1495,1708,212,581
182,pimg,820,1015,163,597
182,pimg,1495,1708,211,580
183,pimg,820,1015,162,596
184,pimg,821,1016,161,595
185,pimg,821,1016,159,593
186,pimg,821,1017,158,592
186,pimg,1496,1709,207,577
187,pimg,822,1017,156,590
187,pimg,1496,1709,206,576
188,pimg,822,1017,155,589
188,pimg,351,521,372,669
188,pimg,1496,1709,205,575
189,pimg,822,1018,154,588
189,pimg,351,521,371,668
189,pimg,1497,1709,204,574
190,pimg,823,1018,152,586
190,pimg,351,521,370,667
190,pimg,1497,1710,203,574
191,pimg,823,1019,151,585
191,pimg,1497,1710,202,572
192,pimg,823,1018,150,584
192,p1,223,1047,297,1080
192,pimg,352,522,369,666
192,pimg,1497,1710,202,571
193,pimg,822,1018,150,584
193,pimg,1497,1710,201,570
194,pimg,822,1017,149,583
194,pimg,1497,1710,201,569
195,pimg,822,1017,149,583
195,pimg,354,524,367,665
195,pimg,1497,1710,200,568
196,pimg,821,1017,148,582
196,pimg,1497,1710,199,567
197,pimg,821,1016,148,582
197,pimg,1498,1710,199,566
198,pimg,821,1016,147,581
198,pimg,1498,1711,198,565
199,pimg,820,1015,147,581
199,pimg,1498,1711,197,564
200,pimg,820,1015,146,580
200,pimg,1498,1711,197,563
201,pimg,819,1015,146,580
201,pimg,1498,1711,196,563
202,pimg,820,1016,144,578
202,pimg,357,529,362,660
202,pimg,1498,1711,196,562
203,pimg,821,1016,143,577
203,pimg,358,530,361,659
203,pimg,1498,1711,195,562
204,pimg,359,531,360,657
204,pimg,1498,1711,195,561
205,pimg,360,531,359,656
205,pimg,1498,1711,194,560
206,pimg,360,532,358,655
206,pimg,1121,1339,197,566
206,pimg,1498,1711,194,560
207,pimg,361,533,356,654
207,pimg,1121,1339,195,564
207,pimg,1498,1711,193,559
208,pimg,362,534,355,653
208,pimg,1122,1339,194,563
208,pimg,1498,1711,192,558
209,pimg,363,534,354,652
209,pimg,1122,1339,192,562
209,pimg,1499,1711,191,557
210,pimg,363,535,353,650
210,pimg,1122,1339,191,560
210,pimg,1499,1712,190,556
211,pimg,364,535,352,650
211,pimg,1499,1712,188,555
212,pimg,364,535,351,649
212,pimg,1500,1712,187,554
213,pimg,364,536,350,648
213,pimg,1500,1713,186,552
214,pimg,364,536,350,647
214,pimg,1500,1713,185,551
215,pimg,364,536,349,646
215,pimg,1500,1713,184,550
216,pimg,364,536,348,645
216,pimg,1501,1714,183,549
217,pimg,365,536,347,644
217,pimg,1501,1714,181,548
218,pimg,365,536,346,644
218,pimg,1501,1714,181,547
219,pimg,365,537,345,643
219,pimg,1502,1715,180,546
220,pimg,365,537,344,642
220,pimg,1502,1715,179,545
221,pimg,365,537,344,641
221,pimg,1503,1715,178,545
222,pimg,365,537,343,640
222,pimg,1503,1716,178,544
223,pimg,365,537,342,639
223,pimg,1503,1716,177,543
224,pimg,365,537,341,639
224,pimg,1504,1716,176,543
225,pimg,366,537,340,638
225,pimg,1504,1717,176,542
226,pimg,366,537,340,637
226,pimg,1504,1717,175,541
227,pimg,366,537,339,636
227,pimg,1505,1718,174,540
228,pimg,366,537,338,635
228,pimg,1505,1718,174,541
229,pimg,366,537,337,635
229,pimg,1506,1719,174,541
230,pimg,366,537,336,634
230,pimg,1506,1719,174,542
231,pimg,366,538,336,633
231,pimg,1507,1720,175,542
232,pimg,366,538,335,633
232,pimg,1507,1720,175,542
233,pimg,366,538,335,632
233,pimg,1508,1721,175,543
234,pimg,366,539,335,632
234,pimg,1508,1721,175,543
235,pimg,366,539,334,632
235,pimg,1509,1722,175,544
236,pimg,366,539,334,631
236,pimg,1509,1722,175,544
237,pimg,366,540,333,631
237,pimg,1510,1723,175,545
238,pimg,366,540,333,630
238,pimg,1511,1724,175,544
239,pimg,366,540,332,630
239,pimg,1512,1725,175,544
240,pimg,366,541,332,629
240,pimg,1514,1727,174,544
241,pimg,366,541,332,629
241,pimg,1515,1728,174,543
242,pimg,367,541,331,629
242,pimg,1516,1729,174,543
243,pimg,367,542,331,628
243,pimg,1518,1731,173,543
244,pimg,368,542,330,628
244,pimg,1519,1732,173,542
245,pimg,368,543,330,627
245,pimg,1521,1733,173,542
246,pimg,369,543,329,627
246,pimg,1522,1735,173,542
247,pimg,369,544,329,626
247,pimg,1523,1736,172,542
248,pimg,370,544,329,626
248,pimg,1525,1738,173,543
249,pimg,370,545,328,626
249,pimg,1526,1739,173,544
250,pimg,371,545,328,625
250,pimg,1528,1741,174,545
251,pimg,1530,1742,174,546
252,pimg,374,549,328,625
252,pimg,1531,1744,175,547
253,pimg,854,1049,119,553
253,pimg,376,551,328,625
253,pimg,1533,1746,175,548
254,pimg,378,553,327,625
254,pimg,1534,1747,176,549
255,pimg,380,554,327,625
255,pimg,1536,1749,176,550
256,pimg,381,556,327,625
256,pimg,1538,1750,177,552
257,pimg,383,558,327,625
257,pimg,1156,1374,176,545
257,pimg,1539,1752,177,553
258,pimg,385,560,327,625
258,pimg,1540,1753,177,552
259,pimg,387,561,327,625
259,pimg,1160,1377,176,545
259,pimg,1541,1754,176,552
260,pimg,389,563,327,625
260,pimg,1542,1754,176,552
261,pimg,1542,1755,176,551
262,pimg,389,563,327,625
262,pimg,1543,1756,175,551
263,pimg,389,563,327,625
263,pimg,1544,1757,175,550
264,pimg,389,564,327,625
264,pimg,1162,1380,176,545
264,pimg,1545,1758,175,550
265,pimg,1162,1380,176,545
265,pimg,1546,1758,174,550
266,pimg,1163,1380,176,545
266,pimg,1546,1759,174,549
267,pimg,1163,1380,176,545
267,pimg,1547,1760,173,549
268,pimg,1163,1380,176,545
268,pimg,1547,1760,174,549
269,pimg,389,564,327,625
269,pimg,1163,1381,176,545
269,pimg,1547,1760,174,550
270,pimg,1163,1381,176,545
270,pimg,1547,1760,175,550
271,pimg,1163,1381,176,545
271,pimg,1547,1760,175,551
272,pimg,1164,1381,176,545
272,pimg,1547,1760,176,551
273,pimg,392,567,327,625
273,pimg,1164,1381,176,545
273,pimg,1547,1760,176,552
274,pimg,1547,1760,177,552
275,pimg,394,569,328,625
275,pimg,1547,1760,177,553
276,pimg,395,569,328,625
276,pimg,1547,1760,178,553
277,pimg,870,1065,119,553
277,pimg,1547,1759,178,554
278,pimg,1164,1382,176,545
278,pimg,1547,1760,178,554
279,pimg,870,1066,118,552
279,pimg,1165,1382,176,545
279,pimg,1548,1761,178,554
280,pimg,870,1066,118,552
280,pimg,1548,1761,178,553
281,pimg,871,1066,118,552
281,pimg,1549,1762,178,553
282,pimg,399,573,328,626
282,pimg,1550,1763,178,553
283,pimg,399,573,329,626
283,pimg,1550,1763,178,553
284,pimg,399,573,329,626
284,pimg,1551,1764,177,553
285,pimg,399,573,329,626
285,pimg,1552,1764,177,553
286,pimg,871,1067,118,552
286,pimg,1552,1765,177,553
287,pimg,871,1067,118,552
287,pimg,1553,1766,177,553
288,pimg,872,1067,118,552
288,pimg,1552,1765,177,552
289,pimg,399,574,329,626
289,pimg,1552,1764,176,552
290,pimg,399,574,329,626
290,pimg,1551,1764,176,552
291,pimg,399,574,329,626
291,pimg,1550,1763,176,551
292,pimg,399,574,329,626
292,pimg,1550,1763,175,551
293,pimg,400,574,329,626
293,pimg,1549,1762,175,550
294,pimg,873,1068,116,550
294,pimg,1548,1761,175,550
295,pimg,873,1068,115,549
295,pimg,1548,1761,174,550
296,pimg,400,575,329,626
296,pimg,1547,1760,174,549
297,pimg,873,1069,114,548
297,pimg,1547,1759,173,549
298,pimg,874,1069,114,548
298,pimg,1547,1760,173,549
299,pimg,874,1069,113,547
299,pimg,1548,1761,173,549
300,pimg,874,1069,112,546
300,pimg,1548,1761,173,549
301,pimg,876,1071,117,552
301,pimg,401,575,328,626
301,pimg,1549,1762,173,549
302,pimg,875,1070,117,551
302,p1,262,969,265,1080
302,pimg,400,575,328,626
302,pimg,1549,1762,173,549
303,pimg,874,1069,117,551
303,pimg,400,575,328,626
303,pimg,1550,1763,173,549
304,pimg,873,1069,116,550
304,pimg,400,575,328,626
304,pimg,1550,1763,173,549
305,pimg,873,1068,116,550
305,pimg,400,574,328,626
305,pimg,1551,1764,173,549
306,pimg,872,1067,115,549
306,pimg,399,574,328,626
306,pimg,1552,1764,173,549
307,pimg,871,1067,115,549
307,pimg,399,574,328,626
307,pimg,1552,1765,173,549
308,pimg,871,1066,115,549
308,pimg,1552,1765,173,549
309,pimg,870,1065,114,548
309,pimg,399,573,328,626
309,pimg,1552,1764,173,548
310,pimg,869,1064,114,548
310,pimg,1551,1764,172,548
311,pimg,869,1064,114,548
311,pimg,1551,1764,172,547
312,pimg,868,1064,114,548
312,pimg,1551,1764,171,547
313,pimg,868,1063,114,548
313,pimg,1551,1764,171,546
314,pimg,868,1063,114,548
314,pimg,397,572,328,626
314,pimg,1550,1763,170,546
315,pimg,867,1063,114,548
315,pimg,1550,1763,170,545
316,pimg,867,1062,114,548
316,pimg,1550,1763,170,545
317,pimg,866,1062,114,548
317,pimg,1550,1763,169,545
318,pimg,866,1061,114,548
318,pimg,1549,1762,169,545
319,pimg,866,1061,114,548
319,pimg,1549,1762,169,545
320,pimg,865,1061,114,548
320,pimg,1548,1761,169,545
321,pimg,865,1060,114,548
321,p1,485,1134,276,1080
321,pimg,395,570,329,626
321,pimg,1548,1761,170,545
322,pimg,865,1060,114,548
322,pimg,394,569,329,626
322,pimg,1548,1760,170,545
323,pimg,865,1060,114,548
323,pimg,1159,1376,177,546
323,pimg,1547,1760,170,545
324,pimg,864,1060,114,548
324,pimg,392,567,329,627
324,pimg,1547,1760,170,545
325,pimg,864,1059,114,548
325,pimg,391,566,329,627
325,pimg,1546,1759,170,546
326,pimg,864,1059,114,548
326,pimg,390,565,329,627
326,pimg,1546,1759,170,546
327,pimg,864,1059,114,548
327,pimg,390,564,330,627
327,pimg,1545,1758,170,546
328,pimg,863,1059,114,548
328,pimg,389,563,330,627
328,pimg,1544,1757,170,546
329,pimg,863,1058,114,548
329,pimg,388,562,330,627
329,pimg,1542,1755,171,546
