frame nummer,LabelName,XMin,XMax,YMin,YMax
102,pimg,1059,1285,244,613
103,pimg,287,457,387,684
103,pimg,1059,1285,243,613
104,pimg,288,458,387,685
104,pimg,1059,1286,243,612
105,pimg,289,459,387,685
106,pimg,290,460,387,685
106,pimg,1059,1286,243,612
107,pimg,291,460,387,685
108,pimg,291,461,387,685
109,pimg,292,462,387,685
110,pimg,293,463,387,685
111,pimg,293,463,387,685
112,pimg,294,463,387,685
113,pimg,294,464,387,685
114,pimg,294,464,387,684
115,pimg,294,464,387,684
116,pimg,295,464,387,684
117,pimg,295,465,387,684
118,pimg,295,465,386,684
119,pimg,295,465,386,684
120,pimg,296,465,386,684
121,pimg,296,466,386,684
122,pimg,296,466,386,684
123,pimg,297,466,386,683
124,pimg,297,467,386,683
125,pimg,297,467,386,683
134,p1,159,958,308,1080
134,pimg,297,467,386,683
135,p1,150,954,308,1080
135,pimg,297,467,386,683
136,p1,142,950,308,1080
136,pimg,296,466,386,683
137,p1,134,946,309,1080
137,pimg,296,466,386,683
138,p1,126,941,309,1080
138,pimg,296,466,386,683
138,pimg,1081,1308,242,611
139,pimg,295,465,386,683
139,pimg,1082,1309,242,611
140,pimg,295,465,386,683
140,pimg,1084,1310,242,611
141,pimg,297,467,386,684
141,pimg,1085,1312,242,612
142,pimg,300,470,387,684
142,pimg,1086,1313,242,612
143,pimg,1088,1314,243,612
144,pimg,305,474,388,685
144,pimg,1089,1316,243,612
145,pimg,307,477,388,686
145,pimg,1090,1317,243,612
146,pimg,1092,1319,243,612
147,pimg,1093,1320,243,612
148,pimg,1095,1321,243,612
149,pimg,1096,1323,243,612
150,pimg,1097,1324,243,612
151,pimg,1099,1326,243,612
152,pimg,1101,1328,242,611
153,pimg,1103,1330,242,611
154,pimg,1105,1332,241,610
155,pimg,1107,1334,241,610
156,pimg,1109,1336,240,609
157,pimg,1111,1338,240,609
158,pimg,1113,1340,239,609
159,pimg,1115,1342,239,608
190,pimg,1122,1349,214,583
191,pimg,1122,1348,213,582
192,pimg,1122,1346,212,581
193,pimg,1121,1345,211,580
194,pimg,1121,1344,210,579
195,pimg,1121,1343,209,579
196,pimg,1121,1342,208,578
197,pimg,1121,1341,208,577
198,pimg,1121,1340,207,576
199,pimg,1120,1339,206,575
200,pimg,1120,1338,205,574
201,pimg,1120,1338,203,573
228,pimg,837,1033,122,556
231,pimg,839,1034,122,556
233,pimg,840,1036,122,556
259,pimg,861,1057,119,553
260,pimg,863,1058,119,553
265,pimg,866,1061,119,553
266,pimg,867,1062,119,553
267,pimg,867,1062,119,553
295,pimg,1165,1383,176,545
296,pimg,1165,1382,176,545
297,pimg,1165,1382,176,545
298,pimg,1164,1382,176,545
299,pimg,1164,1382,176,545
300,pimg,1164,1382,176,545
301,pimg,1164,1381,176,545
302,pimg,1164,1381,176,545
303,pimg,1163,1381,176,545
304,pimg,1163,1381,176,545
305,pimg,1163,1380,176,545
306,pimg,1163,1380,176,545
307,pimg,1162,1380,176,545
308,pimg,1162,1380,176,546
309,pimg,1162,1379,176,546
310,pimg,1162,1379,176,546
311,pimg,1161,1379,176,546
312,pimg,1161,1379,177,546
313,pimg,1161,1379,177,546
314,pimg,397,572,328,626
314,pimg,1161,1378,177,546
315,pimg,1161,1378,177,546
316,pimg,1160,1378,177,546
317,pimg,1160,1378,177,546
318,pimg,1160,1377,177,546
319,pimg,1160,1377,177,546
320,pimg,1159,1377,177,546
321,pimg,865,1060,114,548
321,pimg,1159,1377,177,546
322,pimg,865,1060,114,548
322,pimg,1159,1376,177,546
323,pimg,865,1060,114,548
323,pimg,1159,1376,177,546
324,pimg,864,1060,114,548
324,pimg,1158,1376,177,546
325,pimg,864,1059,114,548
325,pimg,1158,1376,177,546
326,pimg,1158,1376,177,546
327,pimg,864,1059,114,548
327,pimg,1158,1375,177,546
328,pimg,863,1059,114,548
328,pimg,1158,1375,177,546
329,pimg,1157,1375,177,546
330,pimg,1157,1375,177,546
331,pimg,1156,1374,178,547
332,pimg,862,1057,113,547
332,p1,723,1351,267,1079
332,pimg,1156,1373,178,547
333,pimg,861,1057,113,547
333,p1,728,1354,267,1078
334,pimg,861,1056,113,547
334,p1,732,1356,266,1078
335,pimg,860,1056,113,547
335,p1,737,1358,266,1078
336,pimg,860,1055,113,547
336,p1,742,1360,266,1077
337,pimg,859,1055,113,547
337,p1,747,1363,266,1077
338,pimg,859,1054,113,547
338,p1,751,1365,266,1076
339,pimg,858,1054,113,547
339,p1,756,1367,266,1076
340,pimg,858,1053,112,546
340,p1,761,1370,266,1076
341,pimg,857,1052,112,546
341,p1,764,1371,266,1076
342,pimg,857,1052,112,546
342,p1,766,1372,266,1076
343,pimg,856,1051,112,546
343,p1,769,1373,267,1076
344,pimg,856,1051,112,546
344,p1,772,1374,267,1076
345,pimg,855,1050,112,546
345,p1,774,1375,267,1076
346,pimg,855,1050,112,546
346,p1,777,1376,267,1076
347,pimg,854,1049,112,546
347,p1,780,1377,268,1077
348,pimg,854,1049,112,546
348,p1,783,1378,268,1077
349,pimg,853,1048,112,546
349,p1,785,1379,268,1077
350,pimg,853,1048,112,546
350,p1,788,1380,268,1077
351,pimg,851,1047,113,547
351,p1,791,1381,269,1077
352,pimg,850,1045,113,547
352,p1,793,1382,269,1077
353,pimg,849,1044,114,548
353,p1,796,1383,269,1077
354,pimg,847,1043,114,548
354,p1,799,1384,270,1077
355,pimg,846,1042,115,549
355,p1,802,1386,270,1077
356,pimg,845,1040,115,550
356,p1,804,1387,270,1078
357,pimg,844,1039,116,550
357,p1,807,1388,270,1078
358,pimg,842,1038,116,551
358,p1,810,1389,271,1078
359,pimg,841,1036,117,551
359,p1,813,1390,271,1078
360,pimg,840,1035,117,552
360,p1,815,1391,271,1078
361,pimg,839,1035,117,552
361,p1,818,1392,272,1078
362,pimg,839,1034,117,552
362,p1,821,1393,272,1078
363,pimg,839,1034,117,552
363,p1,823,1394,272,1078
364,pimg,838,1034,117,552
364,p1,826,1395,272,1079
365,pimg,838,1033,117,552
365,p1,829,1396,273,1079
366,pimg,837,1033,117,552
366,p1,837,1411,273,1079
367,pimg,837,1032,117,552
368,pimg,837,1032,117,552
369,pimg,836,1032,117,552
370,pimg,836,1031,117,552
371,pimg,836,1031,119,553
372,pimg,835,1031,120,554
373,pimg,835,1030,122,556
374,pimg,834,1030,123,557
375,pimg,834,1029,125,559
376,pimg,834,1029,126,560
377,pimg,833,1029,127,561
378,pimg,833,1028,129,563
404,pimg,819,1014,135,569
405,pimg,819,1014,135,569
410,pimg,817,1012,135,569
411,pimg,816,1012,134,568
412,pimg,816,1011,133,567
413,pimg,815,1010,131,565
414,pimg,814,1010,130,564
415,pimg,814,1009,128,562
416,pimg,813,1008,127,561
417,pimg,812,1008,126,560
418,pimg,812,1007,124,558
418,pimg,1109,1326,190,559
419,pimg,811,1006,123,557
420,pimg,810,1006,121,555
421,pimg,810,1006,122,556
422,pimg,810,1006,123,557
423,pimg,810,1006,124,558
424,pimg,810,1006,125,559
425,pimg,810,1006,126,560
426,pimg,810,1006,127,562
434,p1,609,1387,254,1080
435,p1,601,1382,254,1080
437,p1,601,1375,254,1080
442,pimg,819,1014,134,568
445,pimg,821,1017,133,567
446,pimg,822,1017,133,567
447,pimg,823,1018,132,566
471,pimg,1135,1353,187,556
472,pimg,1136,1354,187,556
473,pimg,1137,1355,186,555
474,pimg,1138,1356,185,555
475,pimg,1139,1357,185,554
476,pimg,1141,1358,184,553
477,pimg,1142,1359,184,553
478,pimg,1143,1360,183,552
479,pimg,1144,1361,182,552
480,pimg,1145,1362,182,551
481,pimg,1146,1363,181,551
495,pimg,388,562,344,642
496,pimg,388,563,344,642
496,pimg,1157,1375,182,551
497,pimg,388,563,344,642
497,pimg,1157,1375,182,551
498,pimg,388,563,344,642
498,pimg,1157,1375,183,552
499,pimg,388,563,344,642
499,pimg,1157,1375,183,552
500,pimg,389,563,344,642
500,pimg,1157,1374,183,553
501,pimg,391,565,343,641
501,pimg,1157,1374,184,553
502,pimg,393,568,342,639
502,pimg,1157,1374,184,554
503,pimg,394,573,345,645
503,pimg,1156,1374,185,554
504,pimg,396,578,348,650
504,pimg,1156,1374,185,554
505,pimg,650,858,64,505
505,pimg,146,333,268,572
505,pimg,958,1176,139,509
506,pimg,150,337,270,574
507,pimg,155,341,271,576
508,pimg,159,346,273,578
509,pimg,163,350,274,580
510,pimg,167,354,275,582
511,pimg,171,358,277,584
512,pimg,175,362,278,586
513,pimg,179,366,280,588
514,pimg,183,370,281,590
515,pimg,188,375,282,592
516,pimg,190,377,284,593
516,pimg,0,54,281,593
517,pimg,0,59,281,593
522,pimg,204,391,293,603
541,pimg,194,381,316,625
543,pimg,193,380,317,627
543,pimg,0,61,281,625
544,pimg,193,380,318,627
544,pimg,0,60,281,626
545,pimg,193,379,318,628
545,pimg,0,59,281,627
546,pimg,192,379,319,629
546,pimg,0,59,282,628
547,pimg,192,379,320,629
547,pimg,0,59,282,629
548,pimg,192,379,320,630
548,pimg,0,59,283,629
549,pimg,0,59,283,630
550,pimg,191,378,322,631
550,pimg,0,59,284,630
551,pimg,191,377,322,632
551,pimg,0,59,285,631
552,pimg,0,59,285,632
553,pimg,0,58,286,632
554,pimg,0,58,287,633
555,pimg,0,58,287,634
556,pimg,0,58,288,634
557,pimg,0,58,288,635
558,pimg,0,58,289,635
559,pimg,0,58,290,636
560,pimg,0,58,290,637
561,pimg,0,58,291,637
562,pimg,0,57,292,638
565,pimg,0,57,294,640
566,pimg,0,57,294,640
569,pimg,190,377,335,645
569,pimg,0,57,295,641
570,pimg,190,377,336,646
570,pimg,0,57,295,642
571,pimg,190,377,336,646
571,pimg,0,56,296,642
572,pimg,190,376,336,646
572,pimg,0,56,296,642
573,pimg,189,376,337,646
573,pimg,0,56,296,643
574,pimg,189,376,337,646
574,pimg,0,56,297,643
575,pimg,188,375,337,646
575,pimg,0,56,297,644
576,pimg,188,375,337,646
576,pimg,0,56,298,644
577,pimg,188,375,337,647
577,pimg,0,56,298,644
578,pimg,187,374,337,647
578,pimg,0,56,298,645
579,pimg,187,374,337,647
579,pimg,0,56,299,645
580,pimg,187,374,337,647
580,pimg,0,55,299,645
581,pimg,187,374,337,647
581,pimg,0,55,299,646
582,pimg,187,374,337,647
582,pimg,0,55,300,646
583,pimg,187,375,337,647
583,pimg,0,55,300,647
584,pimg,187,375,337,647
584,pimg,0,55,301,647
585,pimg,187,375,336,647
585,pimg,0,55,301,647
586,pimg,187,376,336,647
586,pimg,0,55,301,647
587,pimg,187,376,336,647
587,pimg,0,55,301,647
588,pimg,187,376,336,647
588,pimg,0,55,301,647
589,pimg,187,377,335,647
589,pimg,0,55,301,647
590,pimg,187,377,335,647
590,pimg,0,55,301,647
591,pimg,187,377,335,647
591,pimg,0,55,301,647
592,pimg,187,378,335,647
592,pimg,0,55,301,647
593,pimg,187,378,335,647
593,pimg,0,55,301,647
594,pimg,0,56,301,647
595,pimg,0,56,301,647
596,pimg,0,56,301,647
597,pimg,0,56,301,647
598,pimg,0,56,301,647
599,pimg,188,380,333,647
599,pimg,0,56,301,647
600,pimg,188,380,333,647
600,pimg,0,56,301,647
601,pimg,188,380,333,647
601,pimg,0,56,301,647
602,pimg,0,56,301,647
603,pimg,0,56,301,647
604,pimg,0,56,301,647
605,pimg,0,56,301,647
606,pimg,0,56,301,647
607,pimg,0,56,301,647
608,pimg,0,57,301,647
609,pimg,0,57,301,647
611,pimg,0,57,301,647
612,pimg,0,57,301,647
613,pimg,0,57,301,647
614,pimg,0,57,301,647
615,pimg,0,57,301,647
616,pimg,0,57,301,647
626,pimg,0,58,301,647
627,pimg,0,58,301,647
632,pimg,682,907,133,585
633,pimg,682,907,133,585
634,pimg,682,907,133,585
635,pimg,682,907,133,585
636,pimg,682,907,133,585
637,pimg,682,907,133,585
638,pimg,682,907,133,585
638,pimg,0,62,301,647
639,pimg,682,907,132,585
640,pimg,682,907,132,585
641,pimg,682,908,132,585
646,pimg,682,908,131,585
647,pimg,682,908,131,585
648,pimg,682,908,131,585
649,pimg,682,908,131,585
650,pimg,682,908,131,585
651,pimg,682,908,131,585
652,pimg,682,909,131,585
653,pimg,682,909,130,585
654,pimg,682,909,130,585
655,pimg,682,909,130,585
656,pimg,682,909,130,585
657,pimg,682,909,130,585
658,pimg,682,909,130,585
664,pimg,682,910,129,585
667,pimg,682,910,128,585
668,pimg,682,910,128,585
669,pimg,682,910,128,585
670,pimg,682,910,128,585
671,pimg,682,910,128,585
672,pimg,682,910,128,585
673,pimg,682,911,128,585
674,pimg,682,911,127,585
675,pimg,682,911,127,585
676,pimg,682,911,127,585
677,pimg,682,911,127,585
678,pimg,682,911,127,585
679,pimg,682,911,127,585
680,pimg,682,911,127,585
681,pimg,682,911,126,585
682,pimg,682,911,126,585
685,pimg,682,912,126,585
686,pimg,682,912,126,585
687,pimg,682,912,126,585
688,pimg,682,912,125,585
689,pimg,682,912,125,585
690,pimg,682,912,125,585
691,pimg,682,912,125,585
692,pimg,682,912,125,585
693,pimg,682,912,125,585
694,pimg,682,913,125,584
695,pimg,682,913,124,584
696,pimg,682,913,124,584
697,pimg,682,913,124,584
698,pimg,682,913,124,584
699,pimg,682,913,124,584
700,pimg,682,913,124,584
701,pimg,682,913,124,584
702,pimg,682,913,123,584
702,pimg,992,1217,177,560
703,pimg,682,913,123,584
704,pimg,51,189,296,544
705,pimg,51,189,295,544
706,pimg,51,189,295,544
707,pimg,50,189,295,543
712,pimg,48,189,294,542
741,pimg,36,185,289,538
743,pimg,665,897,163,510
766,pimg,1126,1344,162,526
767,pimg,1126,1344,162,526
768,pimg,1126,1344,162,526
769,pimg,1126,1344,161,525
770,pimg,1126,1344,161,525
771,pimg,1126,1344,161,525
772,pimg,1126,1344,161,525
773,pimg,1126,1344,161,525
774,pimg,1126,1344,161,525
775,pimg,1126,1344,161,525
775,pimg,35,184,292,540
776,pimg,35,185,291,540
777,p1,947,1310,274,929
777,pimg,35,185,291,540
778,p1,950,1312,274,929
778,pimg,36,185,291,540
779,p1,952,1315,274,928
779,pimg,36,185,291,540
780,p1,955,1317,273,928
780,pimg,36,185,291,540
781,p1,957,1320,273,928
781,pimg,36,186,291,540
783,pimg,1126,1344,160,524
784,pimg,1126,1344,159,523
785,pimg,1126,1344,159,523
785,pimg,37,187,291,540
786,pimg,1126,1344,159,523
787,pimg,1126,1344,159,523
788,pimg,894,1120,170,524
788,pimg,1126,1344,159,523
789,pimg,894,1120,170,524
789,pimg,1126,1344,159,523
789,pimg,38,187,291,539
790,pimg,894,1120,170,525
791,pimg,894,1120,170,525
791,pimg,38,188,291,539
792,pimg,943,1169,168,525
793,pimg,943,1169,171,525
803,pimg,944,1170,196,525
804,pimg,946,1172,196,525
806,pimg,949,1174,196,525
807,pimg,950,1176,196,525
808,pimg,952,1177,196,525
811,pimg,956,1182,196,525
812,pimg,958,1183,196,525
813,pimg,958,1183,196,525
814,pimg,958,1183,196,524
829,pimg,1189,1407,200,516
830,pimg,1189,1407,201,516
831,pimg,1189,1407,201,516
832,pimg,1189,1407,201,515
833,pimg,1189,1407,201,515
834,pimg,1189,1407,202,515
835,pimg,1189,1407,202,515
888,pimg,756,948,199,513
889,pimg,756,948,200,513
890,pimg,756,948,201,513
891,pimg,756,948,202,513
892,pimg,756,948,203,513
893,pimg,757,949,202,512
894,pimg,759,950,202,512
895,pimg,760,951,201,511
896,pimg,761,952,201,511
897,pimg,762,953,200,510
898,pimg,763,954,200,510
899,pimg,764,955,199,509
900,pimg,765,957,199,509
902,pimg,768,959,198,508
903,pimg,768,959,198,508
933,pimg,1199,1417,212,510
933,pimg,130,279,307,556
934,pimg,1199,1417,212,510
934,pimg,130,279,307,556
935,pimg,1200,1417,212,510
936,pimg,1200,1418,212,510
937,pimg,1200,1418,213,510
938,pimg,1200,1418,213,510
939,pimg,1200,1418,213,510
940,pimg,1200,1418,213,510
943,pimg,972,1178,222,508
947,pimg,972,1179,222,508
949,pimg,973,1179,222,508
970,pimg,773,965,195,505
973,pimg,774,965,194,504
974,pimg,774,965,194,504
974,pimg,976,1182,222,508
976,pimg,976,1182,222,508
977,pimg,774,965,194,504
978,pimg,774,965,194,504
978,pimg,976,1182,222,508
979,pimg,774,965,194,504
980,pimg,774,965,194,504
990,pimg,135,285,311,560
991,pimg,136,285,311,560
1005,pimg,1211,1429,215,512
1008,pimg,1211,1429,215,512
1009,pimg,1212,1429,215,512
1010,pimg,1212,1430,215,512
1011,pimg,777,968,192,503
1011,pimg,1212,1430,215,512
1012,pimg,777,968,192,503
1012,pimg,1212,1430,215,512
1013,pimg,777,968,192,502
1013,pimg,1212,1430,215,512
1014,pimg,777,968,192,502
1015,pimg,777,968,192,502
1016,pimg,777,968,192,502
1017,pimg,777,968,192,502
1018,pimg,777,969,192,502
1019,pimg,777,969,192,502
1020,pimg,777,969,192,502
1021,pimg,778,969,192,502
1030,pimg,778,970,192,502
1031,pimg,778,970,191,502
1069,pimg,782,973,190,500
1070,pimg,782,973,190,500
1071,pimg,782,973,189,500
1072,pimg,782,973,189,500
1073,pimg,782,973,189,499
1074,pimg,782,973,189,499
1075,pimg,782,973,189,499
1076,pimg,782,973,189,499
1077,pimg,782,973,189,499
1078,pimg,782,974,189,499
1079,pimg,782,974,189,499
1080,pimg,782,974,189,499
1081,pimg,783,974,189,499
1082,pimg,783,974,189,499
1083,pimg,783,974,189,499
1084,pimg,783,974,189,499
1085,pimg,783,974,189,499
1086,pimg,783,974,189,499
1087,pimg,783,974,189,499
1088,pimg,783,974,189,499
1089,pimg,783,974,189,499
1090,pimg,783,975,189,499
1091,pimg,783,975,188,499
1092,pimg,783,975,188,499
1093,pimg,784,975,188,498
1094,pimg,784,975,188,498
1095,pimg,784,975,188,498
1096,pimg,784,975,188,498
1097,pimg,784,975,188,498
1098,pimg,784,975,188,498
1099,pimg,784,975,188,498
1100,pimg,784,975,188,498
1101,pimg,784,975,188,498
1102,pimg,784,976,188,498
1103,pimg,784,976,188,498
1104,pimg,784,976,188,498
1105,pimg,785,976,188,498
1106,pimg,785,976,188,498
1107,pimg,785,976,188,498
1108,pimg,785,976,188,498
1109,pimg,785,976,188,498
1110,pimg,785,976,188,498
1111,pimg,785,976,187,498
1112,pimg,785,976,187,498
1113,pimg,785,976,187,497
1114,pimg,785,977,187,497
1115,pimg,785,977,187,497
1116,pimg,785,977,187,497
1117,pimg,786,977,187,497
1118,pimg,786,977,187,497
1119,pimg,786,977,187,497
1120,pimg,786,977,187,497
1121,pimg,786,977,187,497
1122,pimg,786,977,187,497
1123,pimg,786,977,187,497
1124,pimg,786,977,187,497
1125,pimg,786,977,187,497
1126,pimg,786,978,187,497
1127,pimg,786,978,187,497
1128,pimg,786,978,187,497
1129,pimg,787,978,187,497
1130,pimg,787,978,187,497
1131,pimg,787,978,186,497
1132,pimg,787,978,186,497
1168,pimg,1236,1454,215,513
1169,pimg,1236,1454,215,513
1170,pimg,1236,1454,215,513
1173,pimg,1237,1455,215,513
1174,pimg,1237,1455,215,513
1175,pimg,1237,1455,215,513
1180,pimg,791,982,184,494
1181,pimg,791,982,184,494
1182,pimg,791,982,184,494
1183,pimg,791,982,184,494
1184,pimg,791,982,184,494
1185,pimg,791,982,184,494
1186,pimg,791,983,184,494
1186,pimg,995,1201,226,513
1187,pimg,791,983,184,494
1187,pimg,995,1202,226,513
1188,pimg,791,983,184,494
1188,pimg,995,1202,226,513
1189,pimg,792,983,184,494
1189,pimg,996,1202,227,513
1190,pimg,792,983,184,494
1190,pimg,996,1202,227,513
1191,pimg,792,983,183,494
1191,pimg,996,1202,227,513
1192,pimg,792,983,183,494
1192,pimg,996,1202,227,513
1193,pimg,792,983,183,493
1193,pimg,996,1202,227,513
1194,pimg,792,983,183,493
1194,pimg,996,1202,227,513
1195,pimg,792,983,183,493
1196,pimg,792,983,183,493
1197,pimg,792,983,183,493
1198,pimg,792,984,183,493
1199,pimg,792,984,183,493
1200,pimg,792,984,183,493
1201,pimg,793,984,183,493
1202,pimg,793,984,183,493
1203,pimg,793,984,183,493
1208,pimg,793,984,183,493
1210,pimg,793,985,183,493
1211,pimg,793,985,182,493
1212,pimg,793,985,182,493
1213,pimg,794,985,182,492
1214,pimg,794,985,182,492
1215,pimg,794,985,182,492
1216,pimg,794,985,182,492
1217,pimg,794,985,182,492
1218,pimg,794,985,182,492
1221,p1,660,1090,271,1078
1222,p1,658,1088,272,1080
1223,p1,645,1076,271,1080
1224,p1,633,1064,271,1080
1225,p1,621,1052,270,1080
1226,p1,609,1040,269,1080
1227,p1,597,1028,268,1080
1228,p1,585,1016,267,1080
1229,p1,573,1004,267,1080
1230,p1,561,992,266,1080
1250,p1,403,834,265,1079
1250,pimg,516,686,314,552
1251,p1,401,832,265,1079
1251,pimg,516,686,314,552
1252,p1,399,830,266,1080
1252,pimg,516,686,314,552
1253,p1,394,825,265,1076
1253,pimg,516,687,313,552
1254,p1,389,820,264,1073
1254,pimg,517,688,312,551
1255,p1,384,815,263,1069
1255,pimg,518,688,311,550
1256,p1,379,810,261,1066
1256,pimg,518,689,311,549
1257,p1,375,805,260,1062
1257,pimg,519,689,310,549
1258,p1,370,800,259,1059
1258,pimg,519,690,309,548
1259,pimg,520,690,309,547
1260,pimg,520,691,308,547
1261,pimg,521,691,307,546
1262,pimg,521,692,307,545
1263,pimg,522,692,306,545
1264,pimg,522,693,305,544
1265,pimg,523,693,304,543
1266,pimg,523,694,304,542
1267,pimg,524,695,303,542
1268,pimg,525,695,302,541
1269,pimg,525,696,302,540
1270,pimg,526,696,301,540
1271,pimg,526,697,300,539
1272,pimg,527,697,299,538
1273,pimg,527,698,299,538
1274,pimg,528,698,298,537
1275,pimg,528,699,297,536
1276,pimg,529,699,297,535
1277,pimg,529,700,296,535
1278,pimg,530,701,295,534
1279,pimg,531,701,295,533
1280,pimg,531,702,294,533
1281,pimg,532,702,293,532
1282,pimg,532,703,292,531
1283,pimg,532,703,292,531
1288,pimg,531,702,290,528
1289,pimg,531,702,289,528
1290,pimg,531,702,289,527
1291,pimg,531,702,288,527
1292,p1,448,878,232,997
1292,pimg,531,701,288,526
1293,p1,459,890,232,997
1293,pimg,531,701,287,526
1294,pimg,531,701,287,525
1295,pimg,531,701,286,525
1296,pimg,530,701,286,524
1297,pimg,530,701,285,524
1298,pimg,530,701,285,523
1299,pimg,530,701,284,523
1300,pimg,530,701,284,523
1301,pimg,530,700,283,522
1302,pimg,530,700,283,522
1303,pimg,530,700,282,521
1304,pimg,530,700,282,521
1305,pimg,529,700,281,520
1306,pimg,529,700,281,520
1307,pimg,529,700,280,519
1308,pimg,815,1007,171,481
1308,pimg,529,700,280,519
1309,pimg,529,699,279,518
1310,pimg,695,886,63,373
1311,pimg,28,179,151,429
1312,pimg,706,897,58,368
1313,pimg,712,903,55,365
1314,pimg,717,909,52,362
1315,pimg,723,914,49,359
1315,pimg,47,202,144,422
1316,pimg,729,920,47,357
1316,pimg,52,207,142,420
1317,pimg,734,926,44,354
1317,pimg,57,213,140,418
1318,pimg,740,931,41,351
1318,pimg,61,219,139,416
1319,pimg,66,224,137,414
1321,pimg,67,226,135,412
1322,pimg,64,222,135,412
1323,pimg,60,218,134,412
1324,pimg,57,214,134,412
1325,pimg,53,210,134,412
1326,pimg,49,206,134,412
1327,p1,1168,1614,152,987
1327,pimg,46,202,134,411
1328,p1,1166,1614,152,988
1328,pimg,42,198,134,411
1329,p1,1164,1614,152,989
1329,pimg,39,194,133,411
1330,p1,1163,1614,152,990
1330,pimg,35,189,133,411
